name,size,bucket,contentType,timeCreated,updated,storageClass,DownloadTime,BucketDeleted
QueriesIndex-2020-06-12_18-03-55.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-13T00:03:56Z,2020-06-13T00:03:56Z,STANDARD,2020-06-15 11:27:38,TRUE
QueriesIndex-2020-06-12_19-04-21.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-13T01:04:21Z,2020-06-13T01:04:21Z,STANDARD,2020-06-15 11:27:41,TRUE
QueriesIndex-2020-06-12_20-03-58.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-13T02:03:59Z,2020-06-13T02:03:59Z,STANDARD,2020-06-15 11:27:43,TRUE
QueriesIndex-2020-06-13_08-03-54.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-13T14:03:54Z,2020-06-13T14:03:54Z,STANDARD,2020-06-15 11:27:45,TRUE
QueriesIndex-2020-06-13_09-03-56.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-13T15:03:56Z,2020-06-13T15:03:56Z,STANDARD,2020-06-15 11:27:49,TRUE
QueriesIndex-2020-06-13_10-03-57.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-13T16:03:57Z,2020-06-13T16:03:57Z,STANDARD,2020-06-15 11:27:51,TRUE
QueriesIndex-2020-06-13_12-03-44.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-13T18:03:45Z,2020-06-13T18:03:45Z,STANDARD,2020-06-15 11:27:53,TRUE
QueriesIndex-2020-06-13_15-03-51.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-13T21:03:51Z,2020-06-13T21:03:51Z,STANDARD,2020-06-15 11:27:55,TRUE
QueriesIndex-2020-06-13_16-04-20.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-13T22:04:20Z,2020-06-13T22:04:20Z,STANDARD,2020-06-15 11:27:59,TRUE
QueriesIndex-2020-06-13_17-03-38.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-13T23:03:39Z,2020-06-13T23:03:39Z,STANDARD,2020-06-15 11:28:01,TRUE
QueriesIndex-2020-06-13_18-03-55.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-14T00:03:55Z,2020-06-14T00:03:55Z,STANDARD,2020-06-15 11:28:02,TRUE
QueriesIndex-2020-06-13_19-04-07.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-14T01:04:07Z,2020-06-14T01:04:07Z,STANDARD,2020-06-15 11:28:06,TRUE
QueriesIndex-2020-06-13_20-03-51.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-14T02:03:51Z,2020-06-14T02:03:51Z,STANDARD,2020-06-15 11:28:08,TRUE
QueriesIndex-2020-06-14_08-03-56.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-14T14:03:56Z,2020-06-14T14:03:56Z,STANDARD,2020-06-15 11:28:11,TRUE
QueriesIndex-2020-06-14_09-03-59.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-14T15:04:00Z,2020-06-14T15:04:00Z,STANDARD,2020-06-15 11:28:13,TRUE
QueriesIndex-2020-06-14_10-04-03.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-14T16:04:03Z,2020-06-14T16:04:03Z,STANDARD,2020-06-15 11:28:15,TRUE
QueriesIndex-2020-06-14_12-03-57.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-14T18:03:57Z,2020-06-14T18:03:57Z,STANDARD,2020-06-15 11:28:16,TRUE
QueriesIndex-2020-06-14_15-04-02.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-14T21:04:02Z,2020-06-14T21:04:02Z,STANDARD,2020-06-15 11:28:19,TRUE
QueriesIndex-2020-06-14_16-04-10.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-14T22:04:10Z,2020-06-14T22:04:10Z,STANDARD,2020-06-15 11:28:21,TRUE
QueriesIndex-2020-06-14_17-03-54.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-14T23:03:55Z,2020-06-14T23:03:55Z,STANDARD,2020-06-15 11:28:22,TRUE
QueriesIndex-2020-06-14_18-04-11.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-15T00:04:11Z,2020-06-15T00:04:11Z,STANDARD,2020-06-15 11:28:25,TRUE
QueriesIndex-2020-06-14_19-03-56.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-15T01:03:56Z,2020-06-15T01:03:56Z,STANDARD,2020-06-15 11:28:26,TRUE
QueriesIndex-2020-06-14_20-03-58.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-15T02:03:58Z,2020-06-15T02:03:58Z,STANDARD,2020-06-15 11:28:29,TRUE
QueriesIndex-2020-06-15_08-03-48.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-15T14:03:48Z,2020-06-15T14:03:48Z,STANDARD,2020-06-15 11:28:30,TRUE
