QueryKey;route;distance_text;distance_value;duration_text;duration_value;end_location_lat;end_location_lng;start_location_lat;start_location_lng;html_instructions;travel_mode;maneuver;polyline
3303302 NITERÓI 2020-06-09 12:03:20 NS;1;0.5 km;455;1 min;35;-22,935393;-43,0733929;-22,9339714;-43,0771813;Continue straight to stay on <b>Av. Dr. Raul de Oliveira Rodrigues</b>;DRIVING;straight;hh~jCjo|eGGkAG{@Ce@Ca@@a@?QBo@Fq@Lo@VaAPc@N[DGLYV_@RWX[BCVW@CRQXSVO^Q
3303302 NITERÓI 2020-06-09 12:03:20 NS;1;0.1 km;100;1 min;10;-22,9362569;-43,0731408;-22,935393;-43,0733929;Continue onto <b>Av. Francisco Gabriel de Souza Lôbo</b>;DRIVING;;dq~jCtw{eGPGPGPGVE\G\Eb@E
3303302 NITERÓI 2020-06-09 12:03:20 NS;1;0.3 km;275;1 min;45;-22,9359208;-43,0711411;-22,9362569;-43,0731408;Turn <b>left</b> onto <b>R. Dr. Valdir Costa</b>;DRIVING;turn-left;rv~jCbv{eGGuBEyBDADADABADCDADCBCDEBGBGBI@I?I?IAI?GAGCGCGCGEECEEEECGCEAGAEAG?E?G@]B
3303302 NITERÓI 2020-06-09 12:03:20 NS;1;49 m;49;1 min;10;-22,9355723;-43,0708598;-22,9359208;-43,0711411;"<b>R. Dr. Valdir Costa</b> turns slightly <b>right</b> and becomes <b>Av. Conselheiro Paulo de Melo Kalle</b><div style=""font-size:0.9em"">Destination will be on the right</div>";DRIVING;;nt~jCri{eGC?C?GCGG_@]MM
3300456 BELFORD ROXO 2020-06-09 12:03:23 EW;1;28 m;28;1 min;6;-22,7137996;-43,3250229;-22,7136025;-43,3251866;Head <b>southeast</b> on <b>R. Guarujá</b> toward <b>R. da Light</b>;DRIVING;;~fsiCl}lgGf@a@
3300456 BELFORD ROXO 2020-06-09 12:03:23 EW;1;75 m;75;1 min;19;-22,7133762;-43,3244491;-22,7137996;-43,3250229;Turn <b>left</b> onto <b>R. da Light</b>;DRIVING;turn-left;fhsiCj|lgGc@q@o@_A
3300456 BELFORD ROXO 2020-06-09 12:03:23 EW;1;72 m;72;1 min;17;-22,713888;-43,324016;-22,7133762;-43,3244491;Turn <b>right</b> at the 1st cross street onto <b>R. Ademário</b>;DRIVING;turn-right;resiCxxlgGdBuA
3300456 BELFORD ROXO 2020-06-09 12:03:23 EW;1;0.1 km;128;1 min;22;-22,7146489;-43,3249455;-22,713888;-43,324016;Turn <b>right</b> onto <b>Av. Governador Leonel de Moura Brizola</b>/<wbr/><b>Av. Joaquim da Costa Lima</b>/<wbr/><b>Av. Pres. Kennedy</b>/<wbr/><b>Rio de Janeiro</b>;DRIVING;turn-right;xhsiCbvlgGbAzABDPJHJr@~@
3300456 BELFORD ROXO 2020-06-09 12:03:23 EW;1;12.2 km;12177;25 mins;1502;-22,7605591;-43,4037201;-22,7146489;-43,3249455;Slight <b>right</b> onto <b>Av. Joaquim da Costa Lima</b>;DRIVING;turn-slight-right;pmsiC|{lgGLpAXlBHr@FjC?^?^@|@?PDj@@FBT@JBNDLJXJN@@LNHH@@jAjA`CbBTPh@f@b@`@XZPTr@`Af@t@Xb@\d@RVFLHLDHFLDLFPFR`@vAd@dBL`@`@zAZhALb@\~@Xz@FNFNR`@P`@LXj@lAZp@p@`Br@`BFL\n@~@tBf@~@Lb@Vj@V^LPPPf@Z^RPHRLr@\r@X\LTFVDNBX@X?b@AhA?zACTCPA^GRCTE@?`AKf@EZCb@C\?\?N@N@HBVDRFLBFB\JZJb@Rn@\RLRPPXZl@dAtBZj@^j@t@bAbBpBHJDHT^L\Jh@DTD`@Fl@DTHp@@BHPLZn@vAn@xAJTFRFPDPF\NrBFZDPFP^l@HD`@d@\`@l@t@j@t@v@bAPRjAzABL@DHJLPJNNTPXZl@Nx@BPA\CJEVMZKRKNA@CPqApA]^ABGHGLADCJCJAJADCRA\?j@B|AAfAEfACVYt@GJ]d@QR}AfBW\uB|Bc@h@OPW\S\GLUf@St@ENQl@G\Kv@Eb@Aj@?b@Dd@Df@BVH\HX@B^z@^fAb@pAHXLZ^hAPh@Pj@L^L\^fAd@pATf@HVrAlDTl@f@|AjAnD\rAFl@BRBx@@NChAWbB?BK`@CFWr@e@~@_@d@SXUT]ZEB_@Xa@Vm@b@EB[VmDhCYRcCbBcG`EyAbASP{@j@i@b@{@t@O@a@\IFa@`@OVOn@Kt@?BAZ?TIjAUjDGvAE^OtBCd@?V?d@?`@?N@LBLDZP\LRNRLNLNHHXRPHFBVFd@D`@?`BCp@EPCD?PENIxAeALGNENAL@LBHDPNPRT^JNLRDFVf@p@`AJVLPJRPb@Rh@Rr@Pl@FRLXBFDFRPHFHDHDHBL@NBZBf@BH@b@@hBHd@@LDJBn@b@n@p@XTTVNXDJDHDNDVF^Db@Ff@BLP~AN|AJz@?@PdAX~APnANnAJp@D\DRL`@LTTTd@TjA`@d@H\Fj@F^Bj@Bt@BF?n@BX@L@~@Hf@DTBLBPDH@LDPFPFHFJFPJNNd@b@TX\h@@BXl@p@~@NZx@~AZr@d@fANb@Pb@bAnB@@JRf@j@h@h@B@\T\RnBhAt@b@r@d@HDJDfBhAd@ZZRHDJFTNz@d@FB\DPHHBHBJBTDD?H@j@@hACtCUp@IpAIRANCnACN?l@@j@@V@V@V@TDF@LBNBFBD@DBZL@@DBDD^TFBVNf@\FDDDJJHJPVHLJNJRP^JTL`@HRPf@Tj@Zl@d@`Ar@tAPVJPHJTPNNXRf@\d@\f@\NLD@XV\Vb@^VRr@h@LHJJrB|AbAt@FDNJTLTHVH`@Jh@N\JRHTJPJn@h@b@\XR\Rp@b@j@ZVNFFPV`@j@JRf@t@d@v@Xf@`@l@LPJHJLFDJDTFf@L|@XD@t@TNBL@T@P?p@Ed@?PAX?DHDDLLZ\\X\Z\Xn@p@X`@JNLPLZHVDNDVHb@Jf@BLDTBJ@BFHFFJL
3300456 BELFORD ROXO 2020-06-09 12:03:23 EW;1;0.2 km;205;1 min;41;-22,761859;-43,4023005;-22,7605591;-43,4037201;Turn <b>left</b> onto <b>Av. Benjamin Pinto Dias</b>;DRIVING;turn-left;nl|iCfh|gG^a@RSt@}@rA}Ad@g@^a@
3300456 BELFORD ROXO 2020-06-09 12:03:23 EW;1;0.5 km;486;3 mins;162;-22,7656915;-43,404435;-22,761859;-43,4023005;Turn <b>right</b> onto <b>R. Firmino Leite</b>;DRIVING;turn-right;rt|iCj_|gGbApATX`@\@@RJjBl@dA^PFpAb@`@NNDNF`@N\LdA\^LlBp@
3300456 BELFORD ROXO 2020-06-09 12:03:23 EW;1;1.4 km;1381;4 mins;227;-22,7608028;-43,414827;-22,7656915;-43,404435;Turn <b>right</b> at the 1st cross street onto <b>Estr. Dr. Plínio Casado</b>;DRIVING;turn-right;pl}iCvl|gGL^HRJPLRj@x@^j@GPGNU|@c@vAIXk@pBOb@?@Oj@M`@Mb@Sn@c@~AKb@W`AOv@ADAB?B?BAD?FAF?b@BbA?D?H?D?B?DAJ?FCRM`@K\QZEHCDKNg@p@c@f@IFi@Vi@TIBmB\yAXu@N_@H_@Ja@Ne@LYLIBGDIDKJMNMVGXObAIn@g@nD?FE\AD?D?B?D@F@B@BFR
3300456 BELFORD ROXO 2020-06-09 12:03:23 EW;1;1.7 km;1741;4 mins;266;-22,7497038;-43,4223744;-22,7608028;-43,414827;Turn <b>right</b> onto <b>Av. Nunes Sampaio</b>;DRIVING;turn-right;~m|iCtm~gGqAUs@Mi@Kk@Kk@Ik@Kk@Km@Mi@Ki@KiASeCg@IAk@E_@E_@Cs@Gq@EaA?Q@]Ha@HeA^E@OFu@VaA\kAb@ULWNQJSLOVMVMVITIPIVITGVIZI^c@`Bk@nBAFEPaApD}AlFABAB_@pAa@pASd@GNSj@Uh@a@v@k@x@ORY\g@h@}@t@cAv@
3300456 BELFORD ROXO 2020-06-09 12:03:23 EW;1;0.2 km;161;1 min;32;-22,7484789;-43,4215292;-22,7497038;-43,4223744;"Turn <b>right</b> onto <b>R. Castro Alves</b><div style=""font-size:0.9em"">Destination will be on the right</div>";DRIVING;turn-right;rhziCx|_hGgC_Bc@YgAm@
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;31 m;31;1 min;8;-22,7109001;-43,4033181;-22,7111262;-43,4034994;Head <b>northeast</b> on <b>R. e</b> toward <b>Caminho do Jango</b>;DRIVING;;pwriCzf|gGAAk@a@
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;0.8 km;824;4 mins;229;-22,7174312;-43,4045976;-22,7109001;-43,4033181;Turn <b>right</b> onto <b>Caminho do Jango</b>;DRIVING;turn-right;bvriCve|gG`AoAJOFEFENKLEJCHAPGTETCTAPAb@Ff@^RJ\N\Pd@Xh@`@ZVRRNTf@j@f@ZRJNDx@PhEx@hAPP@TAVAH?LC^EVC|@]J?H@HBdAt@
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;82 m;82;1 min;19;-22,7180017;-43,405108;-22,7174312;-43,4045976;Continue straight onto <b>Estr. Itaipu-Babi</b>;DRIVING;straight;|~siCvm|gGZX`@Zf@b@DDDD
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;0.3 km;338;1 min;73;-22,7197342;-43,4024136;-22,7180017;-43,405108;Turn <b>left</b> onto <b>Av. da Glória</b>;DRIVING;turn-left;nbtiC|p|gG|@cBj@cAjAqBHWHWBEvBeDHSHQ
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;0.5 km;542;2 mins;114;-22,7230273;-43,406167;-22,7197342;-43,4024136;Turn <b>right</b> onto <b>Av. Radler de Aquino</b>;DRIVING;turn-right;hmtiC``|gGt@h@v@l@jAt@b@Xp@d@r@b@VNVPl@fA\j@`@|@`@|@d@z@b@|@`@v@b@x@
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;0.4 km;361;1 min;80;-22,726088;-43,4054747;-22,7230273;-43,406167;Turn <b>left</b> onto <b>R. Tomas</b>;DRIVING;turn-left;|auiCpw|gGp@W`AYjBi@`AY`A]TMHEJEHALAP?P?n@Df@FXHd@L
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;1.6 km;1576;4 mins;260;-22,739011;-43,4083187;-22,726088;-43,4054747;Continue onto <b>Estr. Dr. Farrula</b>;DRIVING;;`uuiCds|gGjAj@~CzApGhCZNp@VjBp@dBn@h@Pz@T`@HRFL@\FD@ZB\@Z?`@C~@IH?\AR@N@NBJDTF@?d@Lj@RZJT@L@F@LA`C]n@OHEh@[VOTUx@]TCdCu@nAWbASb@GXERBVH\f@z@nANNHJTL^JNHtCjARN
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;0.1 km;132;1 min;43;-22,7396629;-43,4093936;-22,739011;-43,4083187;Slight <b>right</b> onto <b>Av. Heliópolis</b>;DRIVING;turn-slight-right;xexiC~d}gG\d@Zj@fAbC
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;0.1 km;117;1 min;31;-22,7389278;-43,4101107;-22,7396629;-43,4093936;"Turn <b>right</b> onto <b>Av. Retiro da Imprensa</b>/<wbr/><b>R. Itaboraí</b><div style=""font-size:0.9em"">Continue to follow R. Itaboraí</div>";DRIVING;turn-right;zixiCtk}gGuBfACBMPGXAD?P
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;0.2 km;176;1 min;36;-22,7397552;-43,4115775;-22,7389278;-43,4101107;Slight <b>left</b> onto <b>R. Itabapoa</b>;DRIVING;turn-slight-left;hexiCdp}gGjAlCBDNXPZh@jAHN
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;0.1 km;118;1 min;23;-22,7406714;-43,411171;-22,7397552;-43,4115775;Turn <b>left</b> onto <b>R. Tubira</b>;DRIVING;turn-left;njxiCjy}gGDH@@B@F@lAo@HEhAk@
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;0.2 km;214;1 min;60;-22,7396629;-43,4093936;-22,7406714;-43,411171;Turn <b>left</b> onto <b>Av. Heliópolis</b>;DRIVING;turn-left;dpxiCxv}gG]w@_@u@a@}@iBwD
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;2.4 km;2363;7 mins;416;-22,7591035;-43,4014696;-22,7396629;-43,4093936;Turn <b>right</b> at the 1st cross street onto <b>Av. Retiro da Imprensa</b>;DRIVING;turn-right;zixiCtk}gGp@_@n@_@\QZQb@U`@WPKPK`@W`@UtAy@VOh@]j@_@JGLGr@e@r@e@tAw@NGJErBqAHERO`@Wr@c@b@[PKr@e@\Un@_@ZQTOTOh@]j@[fAs@VOb@WVGLANCH?r@Ad@?jAA^Cd@Gd@If@KREh@Gf@Gv@Ot@MfAOVA\CXCp@?dBI`@Cp@El@IfAMFAhC]z@M^IRIpAg@v@a@tBaA|@_@rAm@`CgA`@O^I\G\Af@C|B?jA?`ACL?f@?d@?
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;0.3 km;289;1 min;52;-22,7605591;-43,4037201;-22,7591035;-43,4014696;Turn <b>right</b> onto <b>Av. Joaquim da Costa Lima</b>;DRIVING;turn-right;jc|iCdz{gG\X\Z\Xn@p@X`@JNLPLZHVDNDVHb@Jf@BLDTBJ@BFHFFJL
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;1.2 km;1220;4 mins;213;-22,7694161;-43,3970713;-22,7605591;-43,4037201;Turn <b>left</b> onto <b>Av. Benjamin Pinto Dias</b>;DRIVING;turn-left;nl|iCfh|gG^a@RSt@}@rA}Ad@g@^a@RSf@G\KtBm@dA[bAWr@S`Bg@b@IfBe@`@Q\WpByBFGHGzCaDXY|B_CTULIfCcBj@_@zCkC
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;0.4 km;374;1 min;54;-22,7717692;-43,3996604;-22,7694161;-43,3970713;Turn <b>right</b> onto <b>Av. Coelho da Rocha</b>;DRIVING;turn-right;zc~iCt~zgGfAnAd@n@b@h@h@ThC~CRT~@lAz@`A
3300456 BELFORD ROXO 2020-06-09 12:03:25 NS;1;19 m;19;1 min;15;-22,7716414;-43,3997892;-22,7717692;-43,3996604;"Turn <b>right</b> onto <b>R. São José</b><div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Destination will be on the right</div>";DRIVING;turn-right;pr~iCzn{gGYX
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.2 km;250;1 min;60;-20,1915289;-40,1928992;-20,192654;-40,1915387;Head <b>northwest</b> on <b>R. Ocidente</b> toward <b>Av. Herondina de Azevedo</b>;DRIVING;;`{fzBb|htFYJyDnAYNQHKVCTAL@TBVFRFLLHLB
3205002 SERRA 2020-06-09 12:03:27 EW;1;40 m;40;1 min;12;-20,1912254;-40,1931018;-20,1915289;-40,1928992;Turn <b>right</b> onto <b>Av. Herondina de Azevedo</b>;DRIVING;turn-right;`tfzBrditF{@f@
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.3 km;269;1 min;56;-20,1889227;-40,1923015;-20,1912254;-40,1931018;Turn <b>right</b> onto <b>Av. August Saint Hilaire</b>;DRIVING;turn-right;drfzBzeitFu@Qs@So@Qq@OMEw@QgAWy@Sy@S
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.8 km;834;2 mins;120;-20,1819562;-40,1911787;-20,1889227;-40,1923015;Turn <b>left</b> onto <b>R. Eng. Cecíliano Abel de Almeida</b>;DRIVING;turn-left;vcfzBz`itF_ApAW\WBM?KEGEaBm@OEy@W]CU?YAk@Co@@y@?mCMqAMgAQa@Ka@Mw@YsBs@cA_@a@Oa@Oe@OOEKAUCIAkA?
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.2 km;214;1 min;15;-20,1802534;-40,1902494;-20,1819562;-40,1911787;Slight <b>right</b> onto <b>ES-010</b>;DRIVING;turn-slight-right;fxdzBzyhtF[Sk@[oAu@}Ao@ICc@Oq@O
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.1 km;100;1 min;14;-20,1799929;-40,1905712;-20,1802534;-40,1902494;Sharp <b>left</b> to stay on <b>ES-010</b> (signs for <b>Victoria</b>);DRIVING;turn-sharp-left;pmdzB`thtFaAOGAC@A?A?A@C@?@CB?@?B?@BTPPPT
3205002 SERRA 2020-06-09 12:03:27 EW;1;2.3 km;2325;3 mins;207;-20,1615255;-40,1953979;-20,1799929;-40,1905712;Turn <b>right</b> onto <b>Av. Des. Antônio José Miguel Feu Rosa</b> (signs for <b>Term. Urbano C. Universitário</b>/<wbr/><b>Serra - Sede</b>);DRIVING;turn-right;|kdzB`vhtFHRBL@J@LANCLELMZKNa@j@cArAe@f@c@^CBQLKFKHWLa@P[J]Lc@HUD_@Da@B_@@a@?uA?m@?i@?kDAkD?uAEwAGaAGaAGo@A{A@uBAkAAaAAw@C[AYASCQCYGICQEgA[}@Yu@S]KIC[I]I_@Ea@Cg@Cw@CuACI?aBCO@e@Bc@@UDI?QB[B_@FYHQDa@Jk@P?@a@Ha@JGB{@TUHa@Pe@T_@Z_@\SPYZc@d@iAfAi@h@CDYXYZe@f@gDjD
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.2 km;153;1 min;14;-20,1603358;-40,1959151;-20,1615255;-40,1953979;Keep <b>left</b> to stay on <b>Av. Des. Antônio José Miguel Feu Rosa</b>;DRIVING;keep-left;px`zBftitFIHMRUTIHGHKFOHMDOFU@O?]?O?_@A
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.1 km;139;1 min;18;-20,1597736;-40,1947876;-20,1603358;-40,1959151;Slight <b>right</b> onto <b>Av. Talma Rodrigues Ribeiro</b>;DRIVING;turn-slight-right;bq`zBnwitFWOa@e@OWMa@EUIq@Ii@
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.3 km;284;1 min;28;-20,1583043;-40,1957599;-20,1597736;-40,1947876;Slight <b>left</b> to stay on <b>Av. Talma Rodrigues Ribeiro</b>;DRIVING;turn-slight-left;pm`zBlpitFIKGIMSKKGEECGEICGCGAMAS?o@Fc@Ha@XKLIRGh@IzAE`@?@CZ
3205002 SERRA 2020-06-09 12:03:27 EW;1;1.0 km;1037;1 min;62;-20,1503358;-40,1993743;-20,1583043;-40,1957599;Slight <b>right</b> onto <b>Av. Lagoa Juara</b>/<wbr/><b>Rod. Audifax Barcelos</b>;DRIVING;turn-slight-right;jd`zBnvitFKVMROLSLKDUHa@LaBj@mB~@}@j@[T]Vs@n@GDy@x@oApAg@b@YXuAtASPk@h@g@`@]PWHSH[DWBW@Y@]?Y?[Ck@I[Ki@QcAWOEOESEWCQAQAQ@M@Q@WBQDQFOB
3205002 SERRA 2020-06-09 12:03:27 EW;1;3.0 km;3002;3 mins;184;-20,1385802;-40,2226294;-20,1503358;-40,1993743;Turn <b>left</b> onto <b>Av. Audifax Barcelos Neves</b>/<wbr/><b>Rod. Audifax Barcelos</b>;DRIVING;turn-left;rr~yB`mjtFMXEL?NBNFNDVB`@Hj@Bb@?L@J?TAXARCh@e@jCSdAUnAMv@Gh@E`@C\AJARA^A`@?\@^B`@BZD\Hf@Jh@TbARt@Fh@Fd@DZDl@BdA@b@Ad@A\A\E\AJETALCLEXCNEN?@ELEPABIPM\MX[h@_@j@QXQXKNCBQTA@QRQRQNSNSLQJQJKFSJi@Ps@TcAXQFu@Ra@J_@JYJ[Jo@T_@Ta@V_@\WTABQTc@n@a@j@gAtAy@fAs@~@s@~@[`@c@n@[n@EJITO`@M`@Mf@G\G^Ef@I|@Er@G~@It@Ih@Of@Ob@MVEHe@t@kA`By@hAoAfBMPu@`AwAvBoAfBkA|A}@nAaB~BGBE@YVSLQJo@\
3205002 SERRA 2020-06-09 12:03:27 EW;1;8.0 km;7958;7 mins;410;-20,1175517;-40,2754182;-20,1385802;-40,2226294;Slight <b>right</b> to stay on <b>Av. Audifax Barcelos Neves</b>/<wbr/><b>Rod. Audifax Barcelos</b> (signs for <b>Agroturismo</b>/<wbr/><b>Serra-Sede</b>);DRIVING;turn-slight-right;bi|yBl~ntFG?G?QBWBa@Da@Fa@BUD[BK?Q?KAIAQAOAwDy@iA[_AQaBUSEa@E}@GY?_@Ag@?K?W@c@@c@DW@K@KBI?u@Jy@LOBQBG?c@F[Ba@FG@O@aAJ{AP_BPg@FA?E@QDIBI@WHKBSJEBYLA?OHKHKHQLMLMNQRABILKPA@OZ?@CFKXCFCJENADG^CNERKj@G\AFADETId@CPCPId@ADMt@Kp@CR_@nBs@vEOx@CTWxACPEXKj@GXG^Id@IZGPMZM\}A|BABC@wAbACBA@_Bp@{Cz@mHlBqG`Ba@JkEhAKDw@TgDbAc@Pe@V_@Vg@h@{@vAYx@Or@Gn@Cj@AT@N?b@NnA^~At@|CVhBDZFtA?B@\?TGdBKfAS|Aq@`DYxAe@zAg@z@S^yBjCIJON}AbBsBpBmC|AGB_B`A_@^STCDW\ED?@_@nA?@MzACb@?@EvBSzDG`@Gb@Id@?BcAlD{CdIGLO`@O`@q@bBmBbDsAxB_@|@Q^KRUzAClBJfAThAf@jA@@@@NTTZX`@@@?@lCjCbA`BBDZjAJr@Fd@@b@?r@Cj@?HO~@Mb@Mb@CFmAdESt@GTGZAHIl@GdAAlBAlA?d@AxCAd@AbDAdBEvGAlDDfEJlAVhCh@|DHh@RhAJp@N|@b@pC@@?@^v@^l@`@d@VVfAp@@?|A`@F@b@DvCXlD^hDd@VL^T^VRR
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.5 km;511;1 min;32;-20,1176045;-40,2801536;-20,1175517;-40,2754182;Continue onto <b>Av. Pau Brasil</b>;DRIVING;;texyBjhytFNZFPLXHVHXFXFNBLF\@L@N?DDTDXB^@X@P?RAJKrAGj@CNAHEJ_@hDa@pE
3205002 SERRA 2020-06-09 12:03:27 EW;1;1.6 km;1598;3 mins;153;-20,1155273;-40,2946782;-20,1176045;-40,2801536;Continue onto <b>Rod. Serra-Jacaraipe</b>;DRIVING;;~exyB|eztFC~BExAAVCT?BALGTCHGPOTKRW^IHg@h@YX[\YZMVCJEHAHAFAJA\@\@XBv@Dx@Fx@FdAFdAJx@Jz@Lr@Jt@DV@\?\?TEZCTCLEJENCJGLGTGRELITELGPCNANCR?LAL?L@P@P?LBrBDpC@j@BxC@d@@d@Ij@I\ETQp@_AnDaAlDGPERA@A\?L?V@VBV
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.8 km;810;2 mins;112;-20,1202689;-40,3003696;-20,1155273;-40,2946782;Continue onto <b>Av. Jacarandá</b>;DRIVING;;`ywyBv`}tF?R@PDTFVFPNZTXr@`At@|@JRJR`@^b@\~@|@`A|@p@l@p@n@PNPPv@x@\`@\f@`@j@^h@b@j@f@v@PVRVj@`Aj@`AP?P@
3205002 SERRA 2020-06-09 12:03:27 EW;1;75 m;75;1 min;12;-20,1208808;-40,3006593;-20,1202689;-40,3003696;Slight <b>right</b> onto <b>R. São Pedro</b>;DRIVING;turn-slight-right;tvxyBhd~tF`@PRLTHJBPDND
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.5 km;510;2 mins;102;-20,1235095;-40,3043409;-20,1208808;-40,3006593;Turn <b>right</b> to stay on <b>R. São Pedro</b>;DRIVING;turn-right;nzxyBbf~tFEJ?F?FDJBHJTj@nARd@N`@DNFXBLBJDVBN@L?FBL?DBF@DBFDJDJDDFHHJHHHJHJNJPLJF?@D@D??@D?PJlAf@ZJt@r@Zd@l@z@
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.1 km;126;1 min;30;-20,1227624;-40,3052463;-20,1235095;-40,3043409;Turn <b>right</b> onto <b>R. Bela Vista</b>;DRIVING;turn-right;|jyyBb}~tFYf@OLQNk@v@m@v@
3205002 SERRA 2020-06-09 12:03:27 EW;1;48 m;48;1 min;11;-20,1231046;-40,3055334;-20,1227624;-40,3052463;Turn <b>left</b> onto <b>R. Dom Pedro II</b>/<wbr/><b>R. São Domingos</b>;DRIVING;turn-left;ffyyBxb_uFJFBBFDLHBBXV
3205002 SERRA 2020-06-09 12:03:27 EW;1;74 m;74;1 min;16;-20,1235332;-40,3049948;-20,1231046;-40,3055334;Turn <b>left</b> toward <b>R. Maestro Antônio Cícero</b>;DRIVING;turn-left;jhyyBpd_uFPY^i@NSRS
3205002 SERRA 2020-06-09 12:03:27 EW;1;90 m;90;1 min;27;-20,1242378;-40,3054135;-20,1235332;-40,3049948;At the roundabout, take the <b>1st</b> exit onto <b>R. Maestro Antônio Cícero</b>;DRIVING;roundabout-right;`kyyBda_uF@@@?l@`@x@`@`@L
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.1 km;99;1 min;35;-20,1235794;-40,3049685;-20,1242378;-40,3054135;Make a <b>U-turn</b>;DRIVING;uturn-left;noyyBxc_uFFWECs@Yo@Sa@M
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.1 km;146;1 min;40;-20,1243854;-40,3038889;-20,1235794;-40,3049685;At the roundabout, take the <b>1st</b> exit toward <b>BR-101</b>/<wbr/><b>C. Pitanga</b>/<wbr/><b>Vitória</b>/<wbr/><b>Rio de Janeiro</b>;DRIVING;roundabout-right;jkyyB`a_uF?AA??AA?p@{@RU\a@d@s@BGVc@
3205002 SERRA 2020-06-09 12:03:27 EW;1;10.8 km;10808;11 mins;676;-20,2049725;-40,2693315;-20,1243854;-40,3038889;Merge onto <b>BR-101</b> via the ramp on the <b>left</b> to <b>Vitória</b>/<wbr/><b>Rio de Janeiro</b>;DRIVING;ramp-left;lpyyBhz~tF`@_A?A@C?EBSpCgDx@cAjAwAhAuAhAuAf@o@h@o@f@q@zA}ATUDGVWVYb@k@^m@PQ`@q@R]bByBvD}EpCgD~AsBZ_@`C{Cp@s@r@o@f@c@f@_@ZQJGp@_@~@c@\M@?\ONENE`@M|@Uf@Mb@Id@Gf@Ih@Cj@Cj@Cp@Ap@AbCA`C@@A@?B?@A@ADAvIA~@?r@AN@RA\ED?n@I\E`@KTE`@Kf@Of@QRGZM|@_@~@_@@AdAa@~@[h@Sd@SBAr@]\Sd@WJIPMz@u@^[PQNQR]Tc@Zq@JUHSFWPg@l@{BHa@F_@Hu@Dq@Bg@@a@Ay@A_AGs@Ca@Ge@KoAGq@Ci@Es@Cs@Aq@?k@@]Bi@Be@Fm@BYHg@Lm@Nm@Pg@^cADOJQL]^m@Va@^c@h@m@Z[^[ZSf@]l@]z@c@b@Q?An@Sn@Of@KPE|AYxCs@fCm@~Be@xCs@hB_@nAYj@MjBi@hAYdDs@hE}@J?@?@?@?B?@Az@O~@SdB_@d@InEgA|Bk@bB[VGXEvA]\KpBg@hAYRGnAa@rAk@HEnBqAbDuBhAw@\SbEsCf@]\SbAs@PMl@a@JGl@c@pCsBtAeAhBwAh@c@r@i@t@m@bB{AjAy@bBmAdBeAVOHGDCDCv@_@vB_Ab@Sf@ShCeArAe@hA]~Ac@hAYHAJCr@StAWjBc@`BYdBWz@Oz@Or@Ip@Kb@E\Cp@G^ChAAv@?n@BV@b@D^B^Fd@Fn@LpA\t@VJB`@NtAr@nBhAx@h@fAn@b@Tb@Vb@RpAj@x@\jAd@f@Lr@PXF`@H^FRBj@HnCR`@Bb@@B?pDHnCFhBDhEJvBBvCD\@nB@V@p@Dr@Bz@BjADjAFh@@t@Bz@Bz@Bj@@j@Br@@t@BL@`@@`A@nLTF@bJR|HTbIR
3205002 SERRA 2020-06-09 12:03:27 EW;1;0.1 km;148;1 min;28;-20,206265;-40,2695993;-20,2049725;-40,2693315;Exit onto <b>Av. Pres. Castelo Branco.</b>;DRIVING;ramp-right;`hizBhbxtFx@Tx@Rd@@f@Bv@BF@
