QueryKey;route;distance_text;distance_value;duration_text;duration_value;end_location_lat;end_location_lng;start_location_lat;start_location_lng;html_instructions;travel_mode;maneuver;polyline
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.0 km;985;3 mins;150;-23,4914789;-46,3870913;-23,485739;-46,3802006;Head <b>southwest</b> on <b>Avenida Marechal Tito</b> toward <b>R. Pedro Pereira</b>;DRIVING;;z`jnCfsazGh@tA`AvBBR\bA^|@Rb@r@fBLZ^~@\|@Vn@DHDH@B@@@@B@FDLPv@lANThAbBPVJNJLHHJJDDDDJHJFFBPJ^Nd@NjBj@ZJd@HTHVJz@d@BFBDFDLJVV\\V\Z\
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.5 km;454;2 mins;97;-23,4886879;-46,3903392;-23,4914789;-46,3870913;Turn <b>right</b> onto <b>R. João de Macedo Ribeiro</b>;DRIVING;turn-right;vdknCh~bzGqBdCm@t@cCtCaAlAaAnAa@d@a@d@aAlA
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.3 km;325;1 min;58;-23,4908446;-46,3924849;-23,4886879;-46,3903392;Turn <b>left</b> onto <b>R. Cachoeira Utupiru</b>;DRIVING;turn-left;hsjnCrrczGfAdAfAjArCjCXZXZtAtA
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.3 km;256;1 min;31;-23,489341;-46,39438;-23,4908446;-46,3924849;Turn <b>right</b> onto <b>Viaduto Carlito Maia</b>;DRIVING;turn-right;v`knC~_dzG}@pAEFW^IJi@t@}@lAu@dAGHMPCDEDGB
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;9 m;9;1 min;1;-23,4892812;-46,3943206;-23,489341;-46,39438;Turn <b>right</b> onto <b>R. Cachoeira Manganal</b>;DRIVING;turn-right;jwjnCzkdzGKK
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.1 km;109;1 min;21;-23,4899346;-46,3935279;-23,4892812;-46,3943206;Turn <b>right</b> onto <b>R. Ambua</b>;DRIVING;turn-right;~vjnCnkdzGb@k@v@cAd@m@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;32 m;32;1 min;12;-23,4901507;-46,3937423;-23,4899346;-46,3935279;Turn <b>right</b> onto <b>R. Domingos Fernandes Nobre</b>;DRIVING;turn-right;`{jnCpfdzGj@h@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.3 km;260;1 min;41;-23,4916108;-46,3956314;-23,4901507;-46,3937423;Continue straight to stay on <b>R. Domingos Fernandes Nobre</b>;DRIVING;straight;l|jnCzgdzGvAxA^^`@b@b@`@VVNL\\ANBF@B@DBH?@BHDN@H@DF\
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.7 km;655;2 mins;100;-23,4920366;-46,4020368;-23,4916108;-46,3956314;Merge onto <b>R. Bernardo de Chaves Cabral</b>;DRIVING;merge;peknCtsdzG@HDNH`CHhE@b@Bz@BlABp@@LFhBHbDNpE?t@@\@t@BbA
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.6 km;602;1 min;75;-23,4866945;-46,4011965;-23,4920366;-46,4020368;Turn <b>right</b> onto <b>Av. Brás da Rocha Cardoso</b>;DRIVING;turn-right;fhknCv{ezGcEi@c@GMA{AMeCYcD[]EaEe@mAMcCH
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.1 km;1103;2 mins;124;-23,4773209;-46,3989288;-23,4866945;-46,4011965;Continue onto <b>Av. da Estação</b>;DRIVING;;xfjnCnvezGS?C?C?C@E@WHYFkAVy@NG@K@K?MAMAOCKCOCKCICGEKEIEQMQKMKIIMMKKY]GGEEIGKGMIMGOGQGQGMEQISIWI]Km@S[G]GWEWE[Gq@Ie@IG?mASo@KWE[GUESEYGg@Ie@Kk@Mg@Mc@IYIOCSGQCIAGAGAE?A?K?MAK@I?K@M?]?]?c@?YAWAQ?OASAQCMCIAKC
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.1 km;1123;2 mins;142;-23,4693109;-46,4032762;-23,4773209;-46,3989288;Continue onto <b>Estr. do Capão Bonito</b>;DRIVING;;flhnChhezGg@K[G_@IcAQOGIAMAQAOA[@_@B_@Bg@H]DYFk@NYFc@L[HYHSHWJWLMHIHOLKPGNINGPGPGRGPEJCFKPMVQXW^SXGFMTW\EDGFGDEBE@EBG@KDE@IBIBQBi@J{@Lc@HIBKBSHOFIDEBEDGD_BjASPGDGJGHELADADCLEPSpBERAD?@A@CDCBA?EAEAIAE?g@IA?_@GOCEAGAKAG?E@C?C@A@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;2.6 km;2607;2 mins;131;-23,4680999;-46,4286125;-23,4693109;-46,4032762;Turn <b>left</b> to merge onto <b>Rod. Ayrton Senna</b>;DRIVING;ramp-left;dzfnCncfzG?L?`@?J?LCh@ARAb@?@CXAF?F?J?H@J@@@JBJ@H@D@F?F?F?FADARCPANAPCPAJANAF@H?BBD@B@DWxCCTQjBiAtKsA~Me@bFK|@c@fEK|AAZCt@Ab@AZ?^?\?Z?\@d@Bx@H|A^nGFz@HhB@FFfADtABjAD`B?`B?D?t@?RAfCGdKGrGCfFA|A?hC@J@d@@^?BD|@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;15.0 km;14972;10 mins;603;-23,5065548;-46,551613;-23,4680999;-46,4286125;Keep <b>left</b> to stay on <b>Rod. Ayrton Senna</b>;DRIVING;keep-left;rrfnCxakzGFh@BXD`@Hz@P`ANr@Pz@Nj@J\Ld@Rf@J\LZNZDJHRZn@LRd@z@T\RZPTRXJLJLVXVZf@f@PNVTXVx@n@FD@@JFHHJFl@`@ZRn@`@n@b@^Tj@^p@b@|CnBnAv@`Ar@`@Xr@n@lAfATTXVl@p@hDbE\b@z@rAV`@p@fATb@d@|@T`@z@lBp@hB^dA^rARn@Lj@J`@\~AJj@Lz@VvANdAPtATlBP|At@pGl@tFDd@rDp\JdAdAtJr@pGNxANzABXDj@BVBb@Bd@BX@b@FdB@V@T@f@?^@h@?v@?V@VAp@C|BEzBE`BG~@Eb@Gt@SxASlBs@pEu@bFWnA_@|AMb@Sp@Mb@Of@KZO`@CHk@tAUh@[r@Ub@S`@KRINWd@U^Wb@W`@U\ORY`@Y^UZm@t@Y^YZ_@f@_@b@[`@QPW\i@v@sDnFy@jAwB|C]h@c@n@Wd@Yb@Wj@MVOX[z@[p@Ql@Wz@]hBMz@Ij@Gf@Ep@En@Ev@AdA?lADjBBv@VdGHzBLxC?LLtCFxABrABfC?vACjAIjBCj@KhAGl@[jDMbAs@rGEf@Gd@E^cApJCRMfAGf@MfAK`AMnAKdAStBKpBItBGtACnAIfDEJ?RAnBAbC@|ABlBD~AHhB?FB`AJ~AF|@LdB@XDd@Bd@\bDHt@RbBNhANdATxAZhB^bBh@dC`@~A`@bBf@hBj@lBRn@Nb@HVBHj@bB`@lAPb@l@rAx@lBx@`BVh@\p@b@~@r@lALRHNFLHLx@xAlClEdBjC`A|AZf@HLJPLTl@jAXl@Rd@Rd@DLd@lA^fA|@fCDHjBnFp@hBVn@L\P`@`@|@R`@PZR^b@t@LPRZ`@j@LPFHTVPTZ\DHLJZ^^`@x@~@x@z@r@x@LL~AhBjArAj@l@r@x@xA`BHFfCpCDBvA|AdAjAf@j@NNDFTXPTHJRXV^l@|@LRLNj@z@LP~@tAFJxAzBLTfDfFFJvAzBT^Zd@FHNX\f@d@t@f@v@r@fAz@pAb@p@xA|BLPLRNTb@r@LPZf@fAbBRXLRT\T^JNd@r@f@t@T\DFV\TZFHFHDDHJXZNPDDJJTRJHHJHFLJTPLJ`@VPJPLRJNHTLNHPFLFPHRFRHb@Nh@L\JPDPDRBRDTD`@Fj@FrBTfCZbAJd@F|@JhAL|@JvAN@@ZDJ@`AN^Hd@Jj@NVJPFNFd@T^Rj@ZTNLJXR\Z\\XZVX`@l@V`@PXNZP^DLHPL\Nh@Pl@DPDRDTJp@Jp@B^Dd@XnDHz@Bb@VzBTbB
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;5.7 km;5734;5 mins;290;-23,5293647;-46,5925928;-23,5065548;-46,551613;Continue onto <b>Av. Marginal Tietê</b>;DRIVING;;|bnnCpbc{GRfANn@Ld@Pl@`@nARh@BFLZT`@Vh@Xh@LPPVNVRXb@f@PTZ\VTXX^\r@f@f@Xd@Xf@VJBbAb@j@RtA^ZF`@HhARj@HjANlBRbALl@DnAHVBXBX@l@@n@?f@?f@?TAB?l@CXGTCf@G`@EhBUt@I|Cc@tAUbAOn@Ij@EVCZAX?ZAL@L?V@b@BF@f@DHBN@VFb@H\HRDXJJDTJn@VRJLHLFNJVNb@^\Xb@d@d@h@X`@HLJNJNP\HR\|@DLRr@J`@F`@F^D\Fl@D`A@`@@`@Al@Ad@Ct@Al@C|ACr@?d@AvA@dABv@@\BZDb@Fj@Ff@Fb@Hh@Jh@TdAV~@X~@N`@L\^~@h@hAz@pBh@fA`AxBn@|Ab@tA^zALj@Jn@NfAPtBDn@@X@p@@zAAl@EhAGbAGnAIjAIpBC|@Ar@?`A@VD|AH`BFj@?@Fb@Db@NfAVzAPdAPfAz@dFRnAVbBXbBDXj@bDLx@f@vC^`Cv@tEPdAvBxMf@zCZlB^|B\vBJr@Ff@Dd@Df@B`@@l@@h@?b@?b@ARAXGr@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.3 km;270;1 min;16;-23,5285711;-46,5950627;-23,5293647;-46,5925928;Continue onto <b>Av. Marginal Tietê</b>/<wbr/><b>BR-116</b>;DRIVING;;nqrnCtbk{GEbAE\CVEX_@vBCLCLGTGTOb@KZKVKTCFEHGLIJ
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.6 km;630;1 min;41;-23,524633;-46,5994612;-23,5285711;-46,5950627;Take the exit toward <b>Pte. Bandeiras</b>/<wbr/><b>Av. 23 de Maio</b>/<wbr/><b>Aeroporto Congonhas</b>;DRIVING;ramp-right;plrnCbrk{GOJ_@h@_ArA]b@qAjB_AnAOPEFQRMNSPa@`@a@\oAlAu@x@OFUVGHEF_AfA_AjAWZEDGBE@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.4 km;1392;2 mins;90;-23,521792;-46,6120374;-23,524633;-46,5994612;Merge onto <b>Av. Marginal Tietê Central</b>/<wbr/><b>Av. Morvan Dias de Figueiredo</b>;DRIVING;merge;|sqnCrml{Gy@jA_BvBe@p@a@j@U^W^QXQZ[l@MVO\OZMZM\M\]jAIXCHKd@G^G`@Gd@C^C\C^APA`@Ad@?f@?j@@d@?d@@Z@L@PBPBZFl@Fh@Fd@Fd@ZfCDt@N`BFfABn@?`@?h@?JAj@GhAGj@In@Kl@CLELK`@ETELELQf@Ur@c@bA
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;168;1 min;14;-23,520797;-46,6132449;-23,521792;-46,6120374;Slight <b>right</b> onto the ramp to <b>Pte. Bandeiras</b>/<wbr/><b>Av. 23 de Maio</b>/<wbr/><b>Aeroporto Congonhas</b>/<wbr/><b>Pte. Cruz. do Sul</b>/<wbr/><b>Santana</b>;DRIVING;ramp-right;dbqnCf|n{GE?C@EBC@GLeAbBYb@QVCDMNGJKLQH
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.1 km;1106;2 mins;94;-23,5185924;-46,6231833;-23,520797;-46,6132449;Merge onto <b>Av. Morvan Dias de Figueiredo</b>;DRIVING;merge;~{pnCvco{GUZQVIJMPGJw@fAa@j@AB]h@a@r@]j@QXm@lAYl@OZINSf@]x@CHOf@Qp@Qp@Kh@G\Kb@ALALE\C`@IjAE\AZAXAVA^Ar@@d@DlBDl@Dd@@TB\Jx@Fd@Hj@RdBT`BBZFhA
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.4 km;398;1 min;27;-23,5184439;-46,6270821;-23,5185924;-46,6231833;Keep <b>left</b> to stay on <b>Av. Morvan Dias de Figueiredo</b>;DRIVING;keep-left;dnpnCzaq{GBj@?R?PAl@?RCx@Cp@Cp@An@ClAErACd@AZ?RAb@?Z?V?xA
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.1 km;136;1 min;12;-23,5183188;-46,6284063;-23,5184439;-46,6270821;Keep <b>right</b> to stay on <b>Av. Morvan Dias de Figueiredo</b>;DRIVING;keep-right;fmpnCfzq{GCvACh@AJCNGlAA\
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;203;1 min;21;-23,5181341;-46,6303883;-23,5183188;-46,6284063;Continue onto <b>Av. Assis Chateaubriand</b>;DRIVING;;nlpnCpbr{GIhAQvBCp@AR?VA|@Al@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;183;1 min;26;-23,5179509;-46,6300401;-23,5181341;-46,6303883;"Take the <b>Ponte das Bandeiras</b> ramp<div style=""font-size:0.9em"">Closed 6:00 AM – 12:00 PM</div>";DRIVING;ramp-right;hkpnC|nr{GIVAF?BABABADC@EDGBGBE@E@I@E?E?EAEACAIEEEEEEGCICI?GAG@G@E@G@EDGBCDCDEDCDAJCLCZI
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.6 km;612;1 min;80;-23,5234007;-46,6308487;-23,5179509;-46,6300401;"Merge onto <b>Corredor Norte-Sul</b>/<wbr/><b>Pte. das Bandeiras</b><div style=""font-size:0.9em"">Continue to follow Corredor Norte-Sul</div>";DRIVING;merge;djpnCvlr{GJ@H?n@DT@J@J?RBT@nBPP@N@L@VBL?N@`@?V@P?@?d@@R@V@Z@\DjALVBN@z@HNBt@H^DJ@dALf@Fb@Fv@LF@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.6 km;551;1 min;87;-23,5282798;-46,6315604;-23,5234007;-46,6308487;Slight <b>left</b> onto <b>Av. Santos Dumont</b>;DRIVING;turn-slight-left;flqnCxqr{GDCB?D?DAF?B?D@rBLp@Bp@Dr@F~BTlANN@b@HB@@?@@@?DHhAFRBn@DL@rAJXBD?T@j@DRBb@@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.0 km;1015;2 mins;139;-23,5371484;-46,6337414;-23,5282798;-46,6315604;"Keep <b>left</b> to continue on <b>Corredor Norte-Sul</b>/<wbr/><b>Av. Santos Dumont</b><div style=""font-size:0.9em"">Continue to follow Corredor Norte-Sul</div>";DRIVING;keep-left;vjrnCfvr{GXAJ?b@FVDTDd@HB@rAVfHxAhGnATDvGtAfARdATrB^^Dj@JLBl@FH@H?N@f@?P?|@@h@@\Bh@B
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.6 km;601;1 min;52;-23,5423349;-46,6349559;-23,5371484;-46,6337414;Keep <b>left</b> to continue on <b>Corredor Norte-Sul</b>/<wbr/><b>Av. Prestes Maia</b>;DRIVING;keep-left;dbtnCzcs{Gd@@TBtBH|DPb@B\@`AF|BNZ@F@hAFRBF@L@XHVHPHNHXPb@Rj@Zb@V^\
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.9 km;901;1 min;78;-23,5493678;-46,6388211;-23,5423349;-46,6349559;Keep <b>left</b> to continue on <b>Corredor Norte-Sul</b>;DRIVING;keep-left;pbunCnks{GTPDBFFVTLJHFDBFBBBHDTLhAj@fAd@VL^PNFB@JFNJB@DBb@TDDVNzAz@xDvB\R@@\R\RFBNJBB@@VNXPJFDBNH\R\PB?NHLHB@r@`@h@Z^TTD^VVJJDJBD?L?L?JAXGRGHCNGRK
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;209;1 min;42;-23,5509126;-46,6397817;-23,5493678;-46,6388211;Slight <b>right</b> onto <b>R. Santo Amaro</b> (signs for <b>Praça Doutor João Mendes</b>/<wbr/><b>Lgo. S. Francisco</b>);DRIVING;turn-slight-right;pnvnCrct{GZ@RBXDZF@?\D@@P@VFPLfAvA@B`@j@BB
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;81 m;81;1 min;17;-23,5516356;-46,6397304;-23,5509126;-46,6397817;Turn <b>left</b> onto <b>R. Genebra</b>;DRIVING;turn-left;dxvnCrit{GBADA@AB?@AB?BAD?B?PAzA@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;221;1 min;47;-23,5525159;-46,6377911;-23,5516356;-46,6397304;Turn <b>left</b> onto <b>Rua Dona Maria Paula</b>;DRIVING;turn-left;v|vnChit{GTs@Vq@Vs@Xw@N_@Tq@Z{@DMBI@E@E
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.3 km;251;1 min;72;-23,5518826;-46,6354347;-23,5525159;-46,6377911;<b>Rua Dona Maria Paula</b> turns slightly <b>left</b> and becomes <b>Viaduto Dona Paulina</b>;DRIVING;;fbwnCd}s{G?QAI?GCKCQEUESESKi@AGIc@WgAO_Ac@yB
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;85 m;85;1 min;30;-23,5511615;-46,635491;-23,5518826;-46,6354347;Turn <b>left</b> onto <b>Praça Dr. João Mendes</b>;DRIVING;turn-left;f~vnClns{G[Co@CQAG?I?G@C@G@CBCDCD
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.5 km;468;2 mins;97;-23,5486134;-46,6386247;-23,5511615;-46,635491;Continue straight onto <b>R. Riachuelo</b>;DRIVING;straight;vyvnCxns{GUn@g@|Ao@lBGPUr@e@rAWt@IVEFEJEHKJKHa@Zi@^a@XMFC@K@IBK@I?G@Q@C?K?CAGAGAUK
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;163;1 min;46;-23,5494576;-46,6373943;-23,5486134;-46,6386247;Turn <b>right</b> onto <b>R. São Francisco</b>;DRIVING;turn-right;xivnCjbt{G?I?C?A@EBEBEBCtA{ATSNOHMFIBGDI@C@G@GAG?I
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;65 m;65;1 min;15;-23,5495688;-46,6367646;-23,5494576;-46,6373943;Continue straight onto <b>Praça Ouvidor Pachêco e Silva</b>;DRIVING;straight;bovnCtzs{GBYJq@Dq@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.3 km;278;1 min;76;-23,5500813;-46,6340939;-23,5495688;-46,6367646;Continue straight onto <b>R. Benjamin Constant</b>;DRIVING;straight;xovnCvvs{GB_@@UDa@p@wFf@eE
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;93 m;93;1 min;35;-23,5508262;-46,6345075;-23,5500813;-46,6340939;Turn <b>right</b> onto <b>Praça da Sé</b>;DRIVING;turn-right;~rvnC`fs{Gl@Tr@\r@^
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;223;1 min;54;-23,5501844;-46,6365717;-23,5508262;-46,6345075;Turn <b>right</b> onto <b>R. Sen. Feijó</b>;DRIVING;turn-right;twvnCths{Gu@vC_A`EEPCNAH?D?F?F
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;50 m;50;1 min;29;-23,5506064;-46,6367472;-23,5501844;-46,6365717;<b>R. Sen. Feijó</b> turns <b>left</b> and becomes <b>R. Cristóvão Colombo</b>;DRIVING;;rsvnCpus{GtAb@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;209;1 min;50;-23,5522738;-46,6376761;-23,5506064;-46,6367472;Continue onto <b>Av. Brigadeiro Luís Antônio</b>;DRIVING;;hvvnCtvs{Gp@XJDbA`@z@^z@`@b@Rb@TDDBD
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;59 m;59;1 min;12;-23,5518014;-46,6379072;-23,5522738;-46,6376761;Turn <b>right</b> onto <b>R. Asdrúbal do Nascimento</b>;DRIVING;turn-right;t`wnCn|s{GGHGDIDk@LWH
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;76 m;76;1 min;18;-23,5512258;-46,6375638;-23,5518014;-46,6379072;Slight <b>right</b> onto <b>Tv. Grassi</b>;DRIVING;turn-slight-right;v}vnC|}s{G]GQG_@OMGAAAAAACAACCAACAC?G
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.1 km;1135;2 mins;92;-23,5606589;-46,6399164;-23,5512258;-46,6375638;Merge onto <b>Av. 23 de Maio</b>/<wbr/><b>Corredor Norte-Sul</b>;DRIVING;merge;dzvnCv{s{Gn@a@`@WDCNKLIHEJGRIJGJCFCHAPEZINCZETCTAVCT?Z?R@L?H?ZDXBTDPDRDPDPDTFb@LLFPFt@Rz@TRFZJh@NZJHBRFJDLDRDJDPFf@Nh@NdAZ`B`@dA^`@L^Ln@RF@LDZLd@Pd@PLFXPp@d@l@^NJXNj@ZVJn@V
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;2.9 km;2903;3 mins;203;-23,582238;-46,6513724;-23,5606589;-46,6399164;Keep <b>left</b> to stay on <b>Av. 23 de Maio</b>/<wbr/><b>Corredor Norte-Sul</b>;DRIVING;keep-left;buxnCnjt{GRDb@Jb@Hb@J\Dr@Jr@F^BvAHZBXBb@Bd@Bt@Bp@Df@FN@d@Ff@J^H`@FPBNBVBB@r@Df@BN@f@@hBAl@ElAGF?x@C^?dBDxAJ|AFJ?vCL@@v@FnBHtBF`BD`CDjBDrADrAFR?V@`CHVDRDRDb@NXPRLJJXVRVb@p@JPT^R^Zd@nBhDt@nAnApBh@z@LPr@hAl@|@h@x@h@x@\j@^n@|@tADDp@bArChEXb@T\JNJNfBnCJNPX~@vAf@t@hAjBLPNR
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.8 km;1840;2 mins;149;-23,5860789;-46,6670123;-23,582238;-46,6513724;Slight <b>right</b> onto <b>Complexo Viário Ayrton Senna</b> (signs for <b>Avenida J Kubitschek Itaim</b>);DRIVING;turn-slight-right;~{|nC`rv{G@VBJBJLXHNNXR\\f@\b@`@`@FHZ\X\DHBDh@hAHPFPLZFZBTBXBNPfAHf@Pv@Lb@HTDJ`@z@|@xA?@@?f@r@fA|AhA|AzHrLRf@x@fDJp@Jd@Fh@@LBr@?J?f@?DCn@Gt@Ed@[vCQ|BOzACVALGd@CXABI^CNUt@A@Wp@a@p@e@t@[d@EFOV]f@W`@OH
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.1 km;96;1 min;12;-23,5855431;-46,6677507;-23,5860789;-46,6670123;Continue straight onto <b>Av. Antônio Joaquim de Moura Andrade</b>;DRIVING;straight;~s}nCxsy{GGHGJILaAxAOT
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;62 m;62;1 min;8;-23,5852873;-46,6682879;-23,5855431;-46,6677507;Slight <b>left</b> toward <b>Túnel Tribunal de Justiça</b>;DRIVING;turn-slight-left;rp}nClxy{GOd@OXEJEJCJAF
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;79 m;79;1 min;7;-23,5851438;-46,6690458;-23,5852873;-46,6682879;Continue onto <b>Túnel Tribunal de Justiça</b>;DRIVING;;`o}nCx{y{GKh@CPANAF?FIz@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.9 km;861;1 min;79;-23,5887233;-46,6760783;-23,5851438;-46,6690458;Continue onto <b>Ac. Complexo Viário Tribunal de Justiça do Estado</b>;DRIVING;;bn}nCp`z{G?rB?fA?B@hA@XBXFd@DR@FFV^tBLl@J`@?BTt@Tx@Pb@b@z@FHh@fAp@jAd@t@PTPPn@l@v@l@t@n@|BrBZXTTBDBB@BHP
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.0 km;990;3 mins;168;-23,591455;-46,6852575;-23,5887233;-46,6760783;Slight <b>left</b> onto <b>Av. Pres. Juscelino Kubitschek</b>;DRIVING;turn-slight-left;nd~nCnl{{GJFHJHH@@DDBFHJDFFHBHDHBHBFBNDRF^F^DTDRJh@h@~CBNJh@Hl@RdAN|@Ln@b@jC\rBDRF^DRFTJn@\pBFZFb@Hb@FZP`Aj@bDDPNv@BNHd@X~A
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.5 km;1456;2 mins;120;-23,5862186;-46,6975693;-23,591455;-46,6852575;Keep <b>left</b> to continue on <b>Túnel Pres. Jânio Quadros</b>;DRIVING;keep-left;ru~nCze}{GDL@DBF@DBR?R?L?F?J?VAHAFAJCPMn@k@vCaA~EcA|EUdAm@rCg@|B?@GRMZCDk@tAu@nAS\y@p@KHOLOJCBg@XMFeAb@a@Rm@Z[P[TQREFA@A@EHCBABEBKLk@~@Ud@CJO`@Qr@Qt@ADADAHA@AFCJAHAJCHAJAHG`ACh@CZ?@Cd@Cb@CXGhAA^AZ
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.4 km;401;1 min;33;-23,5831849;-46,699454;-23,5862186;-46,6975693;Slight <b>right</b> to stay on <b>Túnel Pres. Jânio Quadros</b>;DRIVING;turn-slight-right;zt}nCxr_|GYjAADGDUN_@Nc@LWJ_A\mCfASJ_@PmAj@g@VGDUHYHOBE?C?
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.0 km;1014;1 min;89;-23,5747736;-46,7031368;-23,5831849;-46,699454;Continue straight onto <b>Av. Lineu de Paula Machado</b>;DRIVING;straight;za}nCp~_|GMHA@g@Pw@`@}Ar@qFhC]RaAb@e@V[LE@ODm@NG@UDK@G@mARiB`@C?m@LaALk@JcFz@c@HYHE@yHpD
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.5 km;528;1 min;42;-23,5706346;-46,7056572;-23,5747736;-46,7031368;"Slight <b>left</b> onto <b>Túnel Dr. Euryclides de Jesus Zerbini</b><div style=""font-size:0.9em"">May be closed at certain times or days</div>";DRIVING;turn-slight-left;hm{nCru`|GSRKJSJcBx@}BfA_Ad@_@P}BjA_@N_@PGBQH[No@^eBbA_@ROHE@E@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;202;1 min;28;-23,5690857;-46,7066979;-23,5706346;-46,7056572;Merge onto <b>Av. Valdemar Ferreira</b>;DRIVING;merge;lsznCjea|Gw@b@_@TcAj@k@^m@^}@h@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.1 km;116;1 min;32;-23,5696525;-46,707659;-23,5690857;-46,7066979;Turn <b>left</b> onto <b>R. Romão Gomes</b>;DRIVING;turn-left;xiznCzka|GN\jA~BR`@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;165;1 min;45;-23,5709009;-46,7067818;-23,5696525;-46,707659;Turn <b>left</b> onto <b>R. Catequese</b>;DRIVING;turn-left;hmznCzqa|GFEpFiD
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;240;2 mins;104;-23,5724796;-46,7081776;-23,5709009;-46,7067818;Turn <b>right</b> at the 1st cross street onto <b>R. Pirajussara</b>;DRIVING;turn-right;buznCjla|GlBbERN`Dv@VJ
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.2 km;167;1 min;60;-23,5725829;-46,7097568;-23,5724796;-46,7081776;"Turn <b>right</b> onto <b>Rua M.M.D.C</b>/<wbr/><b>Praça Valdemar Ortiz</b><div style=""font-size:0.9em"">Continue to follow Praça Valdemar Ortiz</div>";DRIVING;turn-right;~~znCbua|GOr@Ib@Dp@?LBT@L@HDV@F@J@HFXBLFV
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.3 km;327;1 min;55;-23,573351;-46,7128544;-23,5725829;-46,7097568;Continue onto <b>R. Reação</b>;DRIVING;;r_{nC~~a|GJj@`@`C\vBDVBLFXL~@@TDTDVDXBNJj@Hh@
