QueryKey;CityCode;Directions;Cityname;NowTime;Status;Num_routes;directions
5208707 GOIÂNIA 2020-06-08 19:00:43 EW;5208707;EW;GOIÂNIA;2020-06-08T19:00:43Z;OK;1;EastWest
5208707 GOIÂNIA 2020-06-08 19:00:46 NS;5208707;NS;GOIÂNIA;2020-06-08T19:00:46Z;OK;1;NorthSouth
1501402 BELÉM 2020-06-08 19:00:47 EW;1501402;EW;BELÉM;2020-06-08T19:00:47Z;OK;1;EastWest
1501402 BELÉM 2020-06-08 19:00:50 NS;1501402;NS;BELÉM;2020-06-08T19:00:50Z;OK;1;NorthSouth
4314902 PORTO ALEGRE 2020-06-08 19:00:54 EW;4314902;EW;PORTO ALEGRE;2020-06-08T19:00:54Z;OK;1;EastWest
4314902 PORTO ALEGRE 2020-06-08 19:00:55 NS;4314902;NS;PORTO ALEGRE;2020-06-08T19:00:55Z;OK;1;NorthSouth
3518800 GUARULHOS 2020-06-08 19:00:57 EW;3518800;EW;GUARULHOS;2020-06-08T19:00:57Z;OK;1;EastWest
3518800 GUARULHOS 2020-06-08 19:00:59 NS;3518800;NS;GUARULHOS;2020-06-08T19:00:59Z;OK;1;NorthSouth
3509502 CAMPINAS 2020-06-08 19:01:00 EW;3509502;EW;CAMPINAS;2020-06-08T19:01:00Z;OK;1;EastWest
3509502 CAMPINAS 2020-06-08 19:01:03 NS;3509502;NS;CAMPINAS;2020-06-08T19:01:03Z;OK;1;NorthSouth
2111300 SÃO LUÍS 2020-06-08 19:01:06 EW;2111300;EW;SÃO LUÍS;2020-06-08T19:01:06Z;OK;1;EastWest
2111300 SÃO LUÍS 2020-06-08 19:01:08 NS;2111300;NS;SÃO LUÍS;2020-06-08T19:01:08Z;OK;1;NorthSouth
3304904 SÃO GONÇALO 2020-06-08 19:01:09 EW;3304904;EW;SÃO GONÇALO;2020-06-08T19:01:09Z;OK;1;EastWest
3304904 SÃO GONÇALO 2020-06-08 19:01:13 NS;3304904;NS;SÃO GONÇALO;2020-06-08T19:01:13Z;OK;1;NorthSouth
2704302 MACEIÓ 2020-06-08 19:01:14 EW;2704302;EW;MACEIÓ;2020-06-08T19:01:14Z;OK;1;EastWest
2704302 MACEIÓ 2020-06-08 19:01:15 NS;2704302;NS;MACEIÓ;2020-06-08T19:01:15Z;OK;1;NorthSouth
3301702 DUQUE DE CAXIAS 2020-06-08 19:01:18 EW;3301702;EW;DUQUE DE CAXIAS;2020-06-08T19:01:18Z;OK;1;EastWest
3301702 DUQUE DE CAXIAS 2020-06-08 19:01:22 NS;3301702;NS;DUQUE DE CAXIAS;2020-06-08T19:01:22Z;OK;1;NorthSouth
5002704 CAMPO GRANDE 2020-06-08 19:01:25 EW;5002704;EW;CAMPO GRANDE;2020-06-08T19:01:25Z;OK;1;EastWest
5002704 CAMPO GRANDE 2020-06-08 19:01:28 NS;5002704;NS;CAMPO GRANDE;2020-06-08T19:01:28Z;OK;1;NorthSouth
2408102 NATAL 2020-06-08 19:01:30 EW;2408102;EW;NATAL;2020-06-08T19:01:30Z;OK;1;EastWest
2408102 NATAL 2020-06-08 19:01:31 NS;2408102;NS;NATAL;2020-06-08T19:01:31Z;OK;1;NorthSouth
2211001 TERESINA 2020-06-08 19:01:33 EW;2211001;EW;TERESINA;2020-06-08T19:01:33Z;OK;1;EastWest
2211001 TERESINA 2020-06-08 19:01:37 NS;2211001;NS;TERESINA;2020-06-08T19:01:37Z;OK;1;NorthSouth
3548708 SÃO BERNARDO DO CAMPO 2020-06-08 19:01:39 EW;3548708;EW;SÃO BERNARDO DO CAMPO;2020-06-08T19:01:39Z;OK;1;EastWest
3548708 SÃO BERNARDO DO CAMPO 2020-06-08 19:01:42 NS;3548708;NS;SÃO BERNARDO DO CAMPO;2020-06-08T19:01:42Z;OK;1;NorthSouth
3303500 NOVA IGUAÇU 2020-06-08 19:01:44 EW;3303500;EW;NOVA IGUAÇU;2020-06-08T19:01:44Z;OK;1;EastWest
3303500 NOVA IGUAÇU 2020-06-08 19:01:46 NS;3303500;NS;NOVA IGUAÇU;2020-06-08T19:01:46Z;OK;1;NorthSouth
2507507 JOÃO PESSOA 2020-06-08 19:01:47 EW;2507507;EW;JOÃO PESSOA;2020-06-08T19:01:47Z;OK;1;EastWest
2507507 JOÃO PESSOA 2020-06-08 19:01:50 NS;2507507;NS;JOÃO PESSOA;2020-06-08T19:01:50Z;OK;1;NorthSouth
3547809 SANTO ANDRÉ 2020-06-08 19:01:54 EW;3547809;EW;SANTO ANDRÉ;2020-06-08T19:01:54Z;OK;1;EastWest
3547809 SANTO ANDRÉ 2020-06-08 19:01:55 NS;3547809;NS;SANTO ANDRÉ;2020-06-08T19:01:55Z;OK;1;NorthSouth
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-08 19:01:57 EW;3549904;EW;SÃO JOSÉ DOS CAMPOS;2020-06-08T19:01:57Z;OK;1;EastWest
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-08 19:01:59 NS;3549904;NS;SÃO JOSÉ DOS CAMPOS;2020-06-08T19:01:59Z;OK;1;NorthSouth
2607901 JABOATÃO DOS GUARARAPES 2020-06-08 19:02:02 EW;2607901;EW;JABOATÃO DOS GUARARAPES;2020-06-08T19:02:02Z;OK;1;EastWest
2607901 JABOATÃO DOS GUARARAPES 2020-06-08 19:02:03 NS;2607901;NS;JABOATÃO DOS GUARARAPES;2020-06-08T19:02:03Z;OK;1;NorthSouth
3534401 OSASCO 2020-06-08 19:02:04 EW;3534401;EW;OSASCO;2020-06-08T19:02:04Z;OK;1;EastWest
3534401 OSASCO 2020-06-08 19:02:06 NS;3534401;NS;OSASCO;2020-06-08T19:02:06Z;OK;1;NorthSouth
3543402 RIBEIRÃO PRETO 2020-06-08 19:02:08 EW;3543402;EW;RIBEIRÃO PRETO;2020-06-08T19:02:08Z;OK;1;EastWest
3543402 RIBEIRÃO PRETO 2020-06-08 19:02:09 NS;3543402;NS;RIBEIRÃO PRETO;2020-06-08T19:02:09Z;OK;1;NorthSouth
3170206 UBERLÂNDIA 2020-06-08 19:02:11 EW;3170206;EW;UBERLÂNDIA;2020-06-08T19:02:11Z;OK;1;EastWest
3170206 UBERLÂNDIA 2020-06-08 19:02:15 NS;3170206;NS;UBERLÂNDIA;2020-06-08T19:02:15Z;OK;1;NorthSouth
3552205 SOROCABA 2020-06-08 19:02:16 EW;3552205;EW;SOROCABA;2020-06-08T19:02:16Z;OK;1;EastWest
3552205 SOROCABA 2020-06-08 19:02:17 NS;3552205;NS;SOROCABA;2020-06-08T19:02:17Z;OK;1;NorthSouth
3118601 CONTAGEM 2020-06-08 19:02:19 EW;3118601;EW;CONTAGEM;2020-06-08T19:02:19Z;OK;1;EastWest
3118601 CONTAGEM 2020-06-08 19:02:20 NS;3118601;NS;CONTAGEM;2020-06-08T19:02:20Z;OK;1;NorthSouth
2800308 ARACAJU 2020-06-08 19:02:21 EW;2800308;EW;ARACAJU;2020-06-08T19:02:21Z;OK;1;EastWest
2800308 ARACAJU 2020-06-08 19:02:23 NS;2800308;NS;ARACAJU;2020-06-08T19:02:23Z;OK;1;NorthSouth
2910800 FEIRA DE SANTANA 2020-06-08 19:02:25 EW;2910800;EW;FEIRA DE SANTANA;2020-06-08T19:02:25Z;OK;1;EastWest
2910800 FEIRA DE SANTANA 2020-06-08 19:02:27 NS;2910800;NS;FEIRA DE SANTANA;2020-06-08T19:02:27Z;OK;1;NorthSouth
5103403 CUIABÁ 2020-06-08 19:02:28 EW;5103403;EW;CUIABÁ;2020-06-08T19:02:28Z;OK;1;EastWest
5103403 CUIABÁ 2020-06-08 19:02:30 NS;5103403;NS;CUIABÁ;2020-06-08T19:02:30Z;OK;1;NorthSouth
4209102 JOINVILLE 2020-06-08 19:02:31 EW;4209102;EW;JOINVILLE;2020-06-08T19:02:31Z;OK;1;EastWest
4209102 JOINVILLE 2020-06-08 19:02:34 NS;4209102;NS;JOINVILLE;2020-06-08T19:02:34Z;OK;1;NorthSouth
5201405 APARECIDA DE GOIÂNIA 2020-06-08 19:02:35 EW;5201405;EW;APARECIDA DE GOIÂNIA;2020-06-08T19:02:35Z;OK;1;EastWest
5201405 APARECIDA DE GOIÂNIA 2020-06-08 19:02:39 NS;5201405;NS;APARECIDA DE GOIÂNIA;2020-06-08T19:02:39Z;OK;1;NorthSouth
3136702 JUIZ DE FORA 2020-06-08 19:02:42 EW;3136702;EW;JUIZ DE FORA;2020-06-08T19:02:42Z;OK;1;EastWest
3136702 JUIZ DE FORA 2020-06-08 19:02:43 NS;3136702;NS;JUIZ DE FORA;2020-06-08T19:02:43Z;OK;1;NorthSouth
4113700 LONDRINA 2020-06-08 19:02:44 EW;4113700;EW;LONDRINA;2020-06-08T19:02:44Z;OK;1;EastWest
4113700 LONDRINA 2020-06-08 19:02:47 NS;4113700;NS;LONDRINA;2020-06-08T19:02:47Z;OK;1;NorthSouth
1500800 ANANINDEUA 2020-06-08 19:02:49 EW;1500800;EW;ANANINDEUA;2020-06-08T19:02:49Z;OK;1;EastWest
1500800 ANANINDEUA 2020-06-08 19:02:50 NS;1500800;NS;ANANINDEUA;2020-06-08T19:02:50Z;OK;1;NorthSouth
1100205 PORTO VELHO 2020-06-08 19:02:53 EW;1100205;EW;PORTO VELHO;2020-06-08T19:02:53Z;OK;1;EastWest
1100205 PORTO VELHO 2020-06-08 19:02:55 NS;1100205;NS;PORTO VELHO;2020-06-08T19:02:55Z;OK;1;NorthSouth
3303302 NITERÓI 2020-06-08 19:02:56 EW;3303302;EW;NITERÓI;2020-06-08T19:02:56Z;OK;1;EastWest
3303302 NITERÓI 2020-06-08 19:02:57 NS;3303302;NS;NITERÓI;2020-06-08T19:02:57Z;OK;1;NorthSouth
3300456 BELFORD ROXO 2020-06-08 19:02:59 EW;3300456;EW;BELFORD ROXO;2020-06-08T19:02:59Z;OK;1;EastWest
3300456 BELFORD ROXO 2020-06-08 19:03:01 NS;3300456;NS;BELFORD ROXO;2020-06-08T19:03:01Z;OK;1;NorthSouth
3205002 SERRA 2020-06-08 19:03:03 EW;3205002;EW;SERRA;2020-06-08T19:03:03Z;OK;1;EastWest
3205002 SERRA 2020-06-08 19:03:05 NS;3205002;NS;SERRA;2020-06-08T19:03:05Z;OK;1;NorthSouth
4305108 CAXIAS DO SUL 2020-06-08 19:03:07 EW;4305108;EW;CAXIAS DO SUL;2020-06-08T19:03:07Z;OK;1;EastWest
4305108 CAXIAS DO SUL 2020-06-08 19:03:09 NS;4305108;NS;CAXIAS DO SUL;2020-06-08T19:03:09Z;OK;1;NorthSouth
3301009 CAMPOS DOS GOYTACAZES 2020-06-08 19:03:12 EW;3301009;EW;CAMPOS DOS GOYTACAZES;2020-06-08T19:03:12Z;OK;1;EastWest
3301009 CAMPOS DOS GOYTACAZES 2020-06-08 19:03:13 NS;3301009;NS;CAMPOS DOS GOYTACAZES;2020-06-08T19:03:13Z;OK;1;NorthSouth
1600303 MACAPÁ 2020-06-08 19:03:15 EW;1600303;EW;MACAPÁ;2020-06-08T19:03:15Z;OK;1;EastWest
1600303 MACAPÁ 2020-06-08 19:03:16 NS;1600303;NS;MACAPÁ;2020-06-08T19:03:16Z;OK;1;NorthSouth
4205407 FLORIANÓPOLIS 2020-06-08 19:03:18 EW;4205407;EW;FLORIANÓPOLIS;2020-06-08T19:03:18Z;OK;1;EastWest
4205407 FLORIANÓPOLIS 2020-06-08 19:03:20 NS;4205407;NS;FLORIANÓPOLIS;2020-06-08T19:03:20Z;OK;1;NorthSouth
3205200 VILA VELHA 2020-06-08 19:03:23 EW;3205200;EW;VILA VELHA;2020-06-08T19:03:23Z;OK;1;EastWest
3205200 VILA VELHA 2020-06-08 19:03:24 NS;3205200;NS;VILA VELHA;2020-06-08T19:03:24Z;OK;1;NorthSouth
3305109 SÃO JOÃO DE MERITI 2020-06-08 19:03:26 EW;3305109;EW;SÃO JOÃO DE MERITI;2020-06-08T19:03:26Z;OK;1;EastWest
3305109 SÃO JOÃO DE MERITI 2020-06-08 19:03:29 NS;3305109;NS;SÃO JOÃO DE MERITI;2020-06-08T19:03:29Z;OK;1;NorthSouth
