QueryKey;CityCode;Directions;Cityname;NowTime;Status;Num_routes;directions
3543402 RIBEIRÃO PRETO 2020-06-07 18:02:10 EW;3543402;EW;RIBEIRÃO PRETO;2020-06-07T18:02:10Z;OK;1;EastWest
3543402 RIBEIRÃO PRETO 2020-06-07 18:02:12 NS;3543402;NS;RIBEIRÃO PRETO;2020-06-07T18:02:12Z;OK;1;NorthSouth
3170206 UBERLÂNDIA 2020-06-07 18:02:13 EW;3170206;EW;UBERLÂNDIA;2020-06-07T18:02:13Z;OK;1;EastWest
3170206 UBERLÂNDIA 2020-06-07 18:02:14 NS;3170206;NS;UBERLÂNDIA;2020-06-07T18:02:14Z;OK;1;NorthSouth
3552205 SOROCABA 2020-06-07 18:02:16 EW;3552205;EW;SOROCABA;2020-06-07T18:02:16Z;OK;1;EastWest
3552205 SOROCABA 2020-06-07 18:02:19 NS;3552205;NS;SOROCABA;2020-06-07T18:02:19Z;OK;1;NorthSouth
3118601 CONTAGEM 2020-06-07 18:02:20 EW;3118601;EW;CONTAGEM;2020-06-07T18:02:20Z;OK;1;EastWest
3118601 CONTAGEM 2020-06-07 18:02:21 NS;3118601;NS;CONTAGEM;2020-06-07T18:02:21Z;OK;1;NorthSouth
2800308 ARACAJU 2020-06-07 18:02:24 EW;2800308;EW;ARACAJU;2020-06-07T18:02:24Z;OK;1;EastWest
2800308 ARACAJU 2020-06-07 18:02:28 NS;2800308;NS;ARACAJU;2020-06-07T18:02:28Z;OK;1;NorthSouth
2910800 FEIRA DE SANTANA 2020-06-07 18:02:31 EW;2910800;EW;FEIRA DE SANTANA;2020-06-07T18:02:31Z;OK;1;EastWest
2910800 FEIRA DE SANTANA 2020-06-07 18:02:33 NS;2910800;NS;FEIRA DE SANTANA;2020-06-07T18:02:33Z;OK;1;NorthSouth
5103403 CUIABÁ 2020-06-07 18:02:34 EW;5103403;EW;CUIABÁ;2020-06-07T18:02:34Z;OK;1;EastWest
5103403 CUIABÁ 2020-06-07 18:02:38 NS;5103403;NS;CUIABÁ;2020-06-07T18:02:38Z;OK;1;NorthSouth
4209102 JOINVILLE 2020-06-07 18:02:40 EW;4209102;EW;JOINVILLE;2020-06-07T18:02:40Z;OK;1;EastWest
4209102 JOINVILLE 2020-06-07 18:02:41 NS;4209102;NS;JOINVILLE;2020-06-07T18:02:41Z;OK;1;NorthSouth
5201405 APARECIDA DE GOIÂNIA 2020-06-07 18:02:45 EW;5201405;EW;APARECIDA DE GOIÂNIA;2020-06-07T18:02:45Z;OK;1;EastWest
5201405 APARECIDA DE GOIÂNIA 2020-06-07 18:02:48 NS;5201405;NS;APARECIDA DE GOIÂNIA;2020-06-07T18:02:48Z;OK;1;NorthSouth
3136702 JUIZ DE FORA 2020-06-07 18:02:49 EW;3136702;EW;JUIZ DE FORA;2020-06-07T18:02:49Z;OK;1;EastWest
3136702 JUIZ DE FORA 2020-06-07 18:02:50 NS;3136702;NS;JUIZ DE FORA;2020-06-07T18:02:50Z;OK;1;NorthSouth
4113700 LONDRINA 2020-06-07 18:02:52 EW;4113700;EW;LONDRINA;2020-06-07T18:02:52Z;OK;1;EastWest
4113700 LONDRINA 2020-06-07 18:02:55 NS;4113700;NS;LONDRINA;2020-06-07T18:02:55Z;OK;1;NorthSouth
1500800 ANANINDEUA 2020-06-07 18:02:56 EW;1500800;EW;ANANINDEUA;2020-06-07T18:02:56Z;OK;1;EastWest
1500800 ANANINDEUA 2020-06-07 18:02:59 NS;1500800;NS;ANANINDEUA;2020-06-07T18:02:59Z;OK;1;NorthSouth
1100205 PORTO VELHO 2020-06-07 18:03:02 EW;1100205;EW;PORTO VELHO;2020-06-07T18:03:02Z;OK;1;EastWest
1100205 PORTO VELHO 2020-06-07 18:03:04 NS;1100205;NS;PORTO VELHO;2020-06-07T18:03:04Z;OK;1;NorthSouth
3303302 NITERÓI 2020-06-07 18:03:08 EW;3303302;EW;NITERÓI;2020-06-07T18:03:08Z;OK;1;EastWest
3303302 NITERÓI 2020-06-07 18:03:11 NS;3303302;NS;NITERÓI;2020-06-07T18:03:11Z;OK;1;NorthSouth
3300456 BELFORD ROXO 2020-06-07 18:03:13 EW;3300456;EW;BELFORD ROXO;2020-06-07T18:03:13Z;OK;1;EastWest
3300456 BELFORD ROXO 2020-06-07 18:03:16 NS;3300456;NS;BELFORD ROXO;2020-06-07T18:03:16Z;OK;1;NorthSouth
3205002 SERRA 2020-06-07 18:03:20 EW;3205002;EW;SERRA;2020-06-07T18:03:20Z;OK;1;EastWest
3205002 SERRA 2020-06-07 18:03:23 NS;3205002;NS;SERRA;2020-06-07T18:03:23Z;OK;1;NorthSouth
4305108 CAXIAS DO SUL 2020-06-07 18:03:25 EW;4305108;EW;CAXIAS DO SUL;2020-06-07T18:03:25Z;OK;1;EastWest
4305108 CAXIAS DO SUL 2020-06-07 18:03:28 NS;4305108;NS;CAXIAS DO SUL;2020-06-07T18:03:28Z;OK;1;NorthSouth
3301009 CAMPOS DOS GOYTACAZES 2020-06-07 18:03:31 EW;3301009;EW;CAMPOS DOS GOYTACAZES;2020-06-07T18:03:31Z;OK;1;EastWest
3301009 CAMPOS DOS GOYTACAZES 2020-06-07 18:03:32 NS;3301009;NS;CAMPOS DOS GOYTACAZES;2020-06-07T18:03:32Z;OK;1;NorthSouth
1600303 MACAPÁ 2020-06-07 18:03:34 EW;1600303;EW;MACAPÁ;2020-06-07T18:03:34Z;OK;1;EastWest
1600303 MACAPÁ 2020-06-07 18:03:37 NS;1600303;NS;MACAPÁ;2020-06-07T18:03:37Z;OK;1;NorthSouth
4205407 FLORIANÓPOLIS 2020-06-07 18:03:40 EW;4205407;EW;FLORIANÓPOLIS;2020-06-07T18:03:40Z;OK;1;EastWest
4205407 FLORIANÓPOLIS 2020-06-07 18:03:41 NS;4205407;NS;FLORIANÓPOLIS;2020-06-07T18:03:41Z;OK;1;NorthSouth
3205200 VILA VELHA 2020-06-07 18:03:44 EW;3205200;EW;VILA VELHA;2020-06-07T18:03:44Z;OK;1;EastWest
3205200 VILA VELHA 2020-06-07 18:03:47 NS;3205200;NS;VILA VELHA;2020-06-07T18:03:47Z;OK;1;NorthSouth
3305109 SÃO JOÃO DE MERITI 2020-06-07 18:03:49 EW;3305109;EW;SÃO JOÃO DE MERITI;2020-06-07T18:03:49Z;OK;1;EastWest
3305109 SÃO JOÃO DE MERITI 2020-06-07 18:03:52 NS;3305109;NS;SÃO JOÃO DE MERITI;2020-06-07T18:03:52Z;OK;1;NorthSouth
