QueryKey;CityCode;Directions;Cityname;NowTime;Status;Num_routes;directions
2408102 NATAL 2020-06-10 12:01:30 NS;2408102;NS;NATAL;2020-06-10T12:01:30Z;OK;1;NorthSouth
2211001 TERESINA 2020-06-10 12:01:31 EW;2211001;EW;TERESINA;2020-06-10T12:01:31Z;OK;1;EastWest
2211001 TERESINA 2020-06-10 12:01:33 NS;2211001;NS;TERESINA;2020-06-10T12:01:33Z;OK;1;NorthSouth
3548708 SÃO BERNARDO DO CAMPO 2020-06-10 12:01:36 EW;3548708;EW;SÃO BERNARDO DO CAMPO;2020-06-10T12:01:36Z;OK;1;EastWest
3548708 SÃO BERNARDO DO CAMPO 2020-06-10 12:01:39 NS;3548708;NS;SÃO BERNARDO DO CAMPO;2020-06-10T12:01:39Z;OK;1;NorthSouth
3303500 NOVA IGUAÇU 2020-06-10 12:01:40 EW;3303500;EW;NOVA IGUAÇU;2020-06-10T12:01:40Z;OK;1;EastWest
3303500 NOVA IGUAÇU 2020-06-10 12:01:42 NS;3303500;NS;NOVA IGUAÇU;2020-06-10T12:01:42Z;OK;1;NorthSouth
2507507 JOÃO PESSOA 2020-06-10 12:01:44 EW;2507507;EW;JOÃO PESSOA;2020-06-10T12:01:44Z;OK;1;EastWest
2507507 JOÃO PESSOA 2020-06-10 12:01:47 NS;2507507;NS;JOÃO PESSOA;2020-06-10T12:01:47Z;OK;1;NorthSouth
3547809 SANTO ANDRÉ 2020-06-10 12:01:49 EW;3547809;EW;SANTO ANDRÉ;2020-06-10T12:01:49Z;OK;1;EastWest
3547809 SANTO ANDRÉ 2020-06-10 12:01:53 NS;3547809;NS;SANTO ANDRÉ;2020-06-10T12:01:53Z;OK;1;NorthSouth
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-10 12:01:54 EW;3549904;EW;SÃO JOSÉ DOS CAMPOS;2020-06-10T12:01:54Z;OK;1;EastWest
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-10 12:01:57 NS;3549904;NS;SÃO JOSÉ DOS CAMPOS;2020-06-10T12:01:57Z;OK;1;NorthSouth
2607901 JABOATÃO DOS GUARARAPES 2020-06-10 12:02:01 EW;2607901;EW;JABOATÃO DOS GUARARAPES;2020-06-10T12:02:01Z;OK;1;EastWest
2607901 JABOATÃO DOS GUARARAPES 2020-06-10 12:02:02 NS;2607901;NS;JABOATÃO DOS GUARARAPES;2020-06-10T12:02:02Z;OK;1;NorthSouth
3534401 OSASCO 2020-06-10 12:02:04 EW;3534401;EW;OSASCO;2020-06-10T12:02:04Z;OK;1;EastWest
3534401 OSASCO 2020-06-10 12:02:05 NS;3534401;NS;OSASCO;2020-06-10T12:02:05Z;OK;1;NorthSouth
3543402 RIBEIRÃO PRETO 2020-06-10 12:02:06 EW;3543402;EW;RIBEIRÃO PRETO;2020-06-10T12:02:06Z;OK;1;EastWest
3543402 RIBEIRÃO PRETO 2020-06-10 12:02:09 NS;3543402;NS;RIBEIRÃO PRETO;2020-06-10T12:02:09Z;OK;1;NorthSouth
3170206 UBERLÂNDIA 2020-06-10 12:02:13 EW;3170206;EW;UBERLÂNDIA;2020-06-10T12:02:13Z;OK;1;EastWest
3170206 UBERLÂNDIA 2020-06-10 12:02:16 NS;3170206;NS;UBERLÂNDIA;2020-06-10T12:02:16Z;OK;1;NorthSouth
3552205 SOROCABA 2020-06-10 12:02:18 EW;3552205;EW;SOROCABA;2020-06-10T12:02:18Z;OK;1;EastWest
3552205 SOROCABA 2020-06-10 12:02:19 NS;3552205;NS;SOROCABA;2020-06-10T12:02:19Z;OK;1;NorthSouth
3118601 CONTAGEM 2020-06-10 12:02:22 EW;3118601;EW;CONTAGEM;2020-06-10T12:02:22Z;OK;1;EastWest
3118601 CONTAGEM 2020-06-10 12:02:23 NS;3118601;NS;CONTAGEM;2020-06-10T12:02:23Z;OK;1;NorthSouth
2800308 ARACAJU 2020-06-10 12:02:26 EW;2800308;EW;ARACAJU;2020-06-10T12:02:26Z;OK;1;EastWest
2800308 ARACAJU 2020-06-10 12:02:29 NS;2800308;NS;ARACAJU;2020-06-10T12:02:29Z;OK;1;NorthSouth
2910800 FEIRA DE SANTANA 2020-06-10 12:02:30 EW;2910800;EW;FEIRA DE SANTANA;2020-06-10T12:02:30Z;OK;1;EastWest
2910800 FEIRA DE SANTANA 2020-06-10 12:02:32 NS;2910800;NS;FEIRA DE SANTANA;2020-06-10T12:02:32Z;OK;1;NorthSouth
5103403 CUIABÁ 2020-06-10 12:02:34 EW;5103403;EW;CUIABÁ;2020-06-10T12:02:34Z;OK;1;EastWest
5103403 CUIABÁ 2020-06-10 12:02:36 NS;5103403;NS;CUIABÁ;2020-06-10T12:02:36Z;OK;1;NorthSouth
4209102 JOINVILLE 2020-06-10 12:02:38 EW;4209102;EW;JOINVILLE;2020-06-10T12:02:38Z;OK;1;EastWest
4209102 JOINVILLE 2020-06-10 12:02:39 NS;4209102;NS;JOINVILLE;2020-06-10T12:02:39Z;OK;1;NorthSouth
5201405 APARECIDA DE GOIÂNIA 2020-06-10 12:02:42 EW;5201405;EW;APARECIDA DE GOIÂNIA;2020-06-10T12:02:42Z;OK;1;EastWest
5201405 APARECIDA DE GOIÂNIA 2020-06-10 12:02:46 NS;5201405;NS;APARECIDA DE GOIÂNIA;2020-06-10T12:02:46Z;OK;1;NorthSouth
3136702 JUIZ DE FORA 2020-06-10 12:02:48 EW;3136702;EW;JUIZ DE FORA;2020-06-10T12:02:48Z;OK;1;EastWest
3136702 JUIZ DE FORA 2020-06-10 12:02:50 NS;3136702;NS;JUIZ DE FORA;2020-06-10T12:02:50Z;OK;1;NorthSouth
4113700 LONDRINA 2020-06-10 12:02:51 EW;4113700;EW;LONDRINA;2020-06-10T12:02:51Z;OK;1;EastWest
4113700 LONDRINA 2020-06-10 12:02:54 NS;4113700;NS;LONDRINA;2020-06-10T12:02:54Z;OK;1;NorthSouth
1500800 ANANINDEUA 2020-06-10 12:02:57 EW;1500800;EW;ANANINDEUA;2020-06-10T12:02:57Z;OK;1;EastWest
1500800 ANANINDEUA 2020-06-10 12:02:59 NS;1500800;NS;ANANINDEUA;2020-06-10T12:02:59Z;OK;1;NorthSouth
1100205 PORTO VELHO 2020-06-10 12:03:00 EW;1100205;EW;PORTO VELHO;2020-06-10T12:03:00Z;OK;1;EastWest
1100205 PORTO VELHO 2020-06-10 12:03:02 NS;1100205;NS;PORTO VELHO;2020-06-10T12:03:02Z;OK;1;NorthSouth
3303302 NITERÓI 2020-06-10 12:03:03 EW;3303302;EW;NITERÓI;2020-06-10T12:03:03Z;OK;1;EastWest
3303302 NITERÓI 2020-06-10 12:03:05 NS;3303302;NS;NITERÓI;2020-06-10T12:03:05Z;OK;1;NorthSouth
3300456 BELFORD ROXO 2020-06-10 12:03:09 EW;3300456;EW;BELFORD ROXO;2020-06-10T12:03:09Z;OK;1;EastWest
3300456 BELFORD ROXO 2020-06-10 12:03:12 NS;3300456;NS;BELFORD ROXO;2020-06-10T12:03:12Z;OK;1;NorthSouth
3205002 SERRA 2020-06-10 12:03:13 EW;3205002;EW;SERRA;2020-06-10T12:03:13Z;OK;1;EastWest
3205002 SERRA 2020-06-10 12:03:14 NS;3205002;NS;SERRA;2020-06-10T12:03:14Z;OK;1;NorthSouth
4305108 CAXIAS DO SUL 2020-06-10 12:03:16 EW;4305108;EW;CAXIAS DO SUL;2020-06-10T12:03:16Z;OK;1;EastWest
4305108 CAXIAS DO SUL 2020-06-10 12:03:17 NS;4305108;NS;CAXIAS DO SUL;2020-06-10T12:03:17Z;OK;1;NorthSouth
3301009 CAMPOS DOS GOYTACAZES 2020-06-10 12:03:19 EW;3301009;EW;CAMPOS DOS GOYTACAZES;2020-06-10T12:03:19Z;OK;1;EastWest
3301009 CAMPOS DOS GOYTACAZES 2020-06-10 12:03:21 NS;3301009;NS;CAMPOS DOS GOYTACAZES;2020-06-10T12:03:21Z;OK;1;NorthSouth
1600303 MACAPÁ 2020-06-10 12:03:25 EW;1600303;EW;MACAPÁ;2020-06-10T12:03:25Z;OK;1;EastWest
1600303 MACAPÁ 2020-06-10 12:03:26 NS;1600303;NS;MACAPÁ;2020-06-10T12:03:26Z;OK;1;NorthSouth
4205407 FLORIANÓPOLIS 2020-06-10 12:03:28 EW;4205407;EW;FLORIANÓPOLIS;2020-06-10T12:03:28Z;OK;1;EastWest
4205407 FLORIANÓPOLIS 2020-06-10 12:03:30 NS;4205407;NS;FLORIANÓPOLIS;2020-06-10T12:03:30Z;OK;1;NorthSouth
3205200 VILA VELHA 2020-06-10 12:03:32 EW;3205200;EW;VILA VELHA;2020-06-10T12:03:32Z;OK;1;EastWest
3205200 VILA VELHA 2020-06-10 12:03:35 NS;3205200;NS;VILA VELHA;2020-06-10T12:03:35Z;OK;1;NorthSouth
3305109 SÃO JOÃO DE MERITI 2020-06-10 12:03:36 EW;3305109;EW;SÃO JOÃO DE MERITI;2020-06-10T12:03:36Z;OK;1;EastWest
3305109 SÃO JOÃO DE MERITI 2020-06-10 12:03:40 NS;3305109;NS;SÃO JOÃO DE MERITI;2020-06-10T12:03:40Z;OK;1;NorthSouth
