QueryKey;CityCode;Directions;Cityname;NowTime;Status;Num_routes;directions
5103403 CUIABÁ 2020-06-10 15:02:34 EW;5103403;EW;CUIABÁ;2020-06-10T15:02:34Z;OK;1;EastWest
5103403 CUIABÁ 2020-06-10 15:02:38 NS;5103403;NS;CUIABÁ;2020-06-10T15:02:38Z;OK;1;NorthSouth
4209102 JOINVILLE 2020-06-10 15:02:40 EW;4209102;EW;JOINVILLE;2020-06-10T15:02:40Z;OK;1;EastWest
4209102 JOINVILLE 2020-06-10 15:02:42 NS;4209102;NS;JOINVILLE;2020-06-10T15:02:42Z;OK;1;NorthSouth
5201405 APARECIDA DE GOIÂNIA 2020-06-10 15:02:45 EW;5201405;EW;APARECIDA DE GOIÂNIA;2020-06-10T15:02:45Z;OK;1;EastWest
5201405 APARECIDA DE GOIÂNIA 2020-06-10 15:02:49 NS;5201405;NS;APARECIDA DE GOIÂNIA;2020-06-10T15:02:49Z;OK;1;NorthSouth
3136702 JUIZ DE FORA 2020-06-10 15:02:52 EW;3136702;EW;JUIZ DE FORA;2020-06-10T15:02:52Z;OK;1;EastWest
3136702 JUIZ DE FORA 2020-06-10 15:02:53 NS;3136702;NS;JUIZ DE FORA;2020-06-10T15:02:53Z;OK;1;NorthSouth
4113700 LONDRINA 2020-06-10 15:02:56 EW;4113700;EW;LONDRINA;2020-06-10T15:02:56Z;OK;1;EastWest
4113700 LONDRINA 2020-06-10 15:02:59 NS;4113700;NS;LONDRINA;2020-06-10T15:02:59Z;OK;1;NorthSouth
1500800 ANANINDEUA 2020-06-10 15:03:02 EW;1500800;EW;ANANINDEUA;2020-06-10T15:03:02Z;OK;1;EastWest
1500800 ANANINDEUA 2020-06-10 15:03:04 NS;1500800;NS;ANANINDEUA;2020-06-10T15:03:04Z;OK;1;NorthSouth
1100205 PORTO VELHO 2020-06-10 15:03:07 EW;1100205;EW;PORTO VELHO;2020-06-10T15:03:07Z;OK;1;EastWest
1100205 PORTO VELHO 2020-06-10 15:03:09 NS;1100205;NS;PORTO VELHO;2020-06-10T15:03:09Z;OK;1;NorthSouth
3303302 NITERÓI 2020-06-10 15:03:12 EW;3303302;EW;NITERÓI;2020-06-10T15:03:12Z;OK;1;EastWest
3303302 NITERÓI 2020-06-10 15:03:15 NS;3303302;NS;NITERÓI;2020-06-10T15:03:15Z;OK;1;NorthSouth
3300456 BELFORD ROXO 2020-06-10 15:03:18 EW;3300456;EW;BELFORD ROXO;2020-06-10T15:03:18Z;OK;1;EastWest
3300456 BELFORD ROXO 2020-06-10 15:03:20 NS;3300456;NS;BELFORD ROXO;2020-06-10T15:03:20Z;OK;1;NorthSouth
3205002 SERRA 2020-06-10 15:03:21 EW;3205002;EW;SERRA;2020-06-10T15:03:21Z;OK;1;EastWest
3205002 SERRA 2020-06-10 15:03:23 NS;3205002;NS;SERRA;2020-06-10T15:03:23Z;OK;1;NorthSouth
4305108 CAXIAS DO SUL 2020-06-10 15:03:25 EW;4305108;EW;CAXIAS DO SUL;2020-06-10T15:03:25Z;OK;1;EastWest
4305108 CAXIAS DO SUL 2020-06-10 15:03:27 NS;4305108;NS;CAXIAS DO SUL;2020-06-10T15:03:27Z;OK;1;NorthSouth
3301009 CAMPOS DOS GOYTACAZES 2020-06-10 15:03:28 EW;3301009;EW;CAMPOS DOS GOYTACAZES;2020-06-10T15:03:28Z;OK;1;EastWest
3301009 CAMPOS DOS GOYTACAZES 2020-06-10 15:03:32 NS;3301009;NS;CAMPOS DOS GOYTACAZES;2020-06-10T15:03:32Z;OK;1;NorthSouth
1600303 MACAPÁ 2020-06-10 15:03:34 EW;1600303;EW;MACAPÁ;2020-06-10T15:03:34Z;OK;1;EastWest
1600303 MACAPÁ 2020-06-10 15:03:37 NS;1600303;NS;MACAPÁ;2020-06-10T15:03:37Z;OK;1;NorthSouth
4205407 FLORIANÓPOLIS 2020-06-10 15:03:40 EW;4205407;EW;FLORIANÓPOLIS;2020-06-10T15:03:40Z;OK;1;EastWest
4205407 FLORIANÓPOLIS 2020-06-10 15:03:43 NS;4205407;NS;FLORIANÓPOLIS;2020-06-10T15:03:43Z;OK;1;NorthSouth
3205200 VILA VELHA 2020-06-10 15:03:46 EW;3205200;EW;VILA VELHA;2020-06-10T15:03:46Z;OK;1;EastWest
3205200 VILA VELHA 2020-06-10 15:03:49 NS;3205200;NS;VILA VELHA;2020-06-10T15:03:49Z;OK;1;NorthSouth
3305109 SÃO JOÃO DE MERITI 2020-06-10 15:03:51 EW;3305109;EW;SÃO JOÃO DE MERITI;2020-06-10T15:03:51Z;OK;1;EastWest
3305109 SÃO JOÃO DE MERITI 2020-06-10 15:03:55 NS;3305109;NS;SÃO JOÃO DE MERITI;2020-06-10T15:03:55Z;OK;1;NorthSouth
