QueryKey;geocoder_status;place_id;types
3106200 BELO HORIZONTE 2020-06-09 09:00:32 NS;OK;EklBdi4gQXVndXN0byBkZSBMaW1hLCA3NDQgLSBDZW50cm8sIEJlbG8gSG9yaXpvbnRlIC0gTUcsIDMwMTkwLTAwMSwgQnJhemlsIhsSGQoUChIJGQAaHeKZpgAR4ALaIXIU4h8Q6AU;street_address
3106200 BELO HORIZONTE 2020-06-09 09:00:32 NS;OK;ChIJ59Mf62m9pgARwRpeNR620Wc;street_address
1302603 MANAUS 2020-06-09 09:00:35 EW;OK;ChIJGcQqKpwEbJIR3MPBaTW8UzY;street_address
1302603 MANAUS 2020-06-09 09:00:35 EW;OK;ChIJXYqLOX0FbJIR66y0h3_P0KE;street_address
1302603 MANAUS 2020-06-09 09:00:35 EW;OK;ChIJ02ebiF4RbJIR3GHPFBUAgYI;street_address
1302603 MANAUS 2020-06-09 09:00:36 NS;OK;ChIJCXWSwv4XbJIRrGwYpRHOdpg;street_address
1302603 MANAUS 2020-06-09 09:00:36 NS;OK;ChIJXYqLOX0FbJIR66y0h3_P0KE;street_address
1302603 MANAUS 2020-06-09 09:00:36 NS;OK;ChIJd8EoZoEFbJIRMKlrbtV8FsM;"c(""establishment"", ""food"", ""point_of_interest"", ""restaurant"")"
4106902 CURITIBA 2020-06-09 09:00:39 EW;OK;ChIJNTI9r4Dv3JQRxHIJJpF22kc;"c(""establishment"", ""food"", ""point_of_interest"", ""store"")"
4106902 CURITIBA 2020-06-09 09:00:39 EW;OK;ChIJZW-DcG7k3JQR2Khek-TfpSg;street_address
4106902 CURITIBA 2020-06-09 09:00:39 EW;OK;ChIJU7IvPA_i3JQRkjvGFks83NU;premise
4106902 CURITIBA 2020-06-09 09:00:40 NS;OK;ChIJ9UH1JOvm3JQRP1fQ--ijHts;street_address
4106902 CURITIBA 2020-06-09 09:00:40 NS;OK;ChIJZW-DcG7k3JQR2Khek-TfpSg;street_address
4106902 CURITIBA 2020-06-09 09:00:40 NS;OK;ChIJ3y2aPZH83JQRNs_qwlrASnU;street_address
2611606 RECIFE 2020-06-09 09:00:41 EW;OK;ChIJeV4vQqIYqwcRBNxFbPwA1Gs;street_address
2611606 RECIFE 2020-06-09 09:00:41 EW;OK;ChIJlWiEfqMYqwcR03-Wkfxi2IQ;street_address
2611606 RECIFE 2020-06-09 09:00:41 EW;OK;ChIJ00x4JLEbqwcRBJaaExmu0N4;street_address
2611606 RECIFE 2020-06-09 09:00:42 NS;OK;ChIJTavvWGwYqwcRoACP01dOUu8;street_address
2611606 RECIFE 2020-06-09 09:00:42 NS;OK;ChIJlWiEfqMYqwcR03-Wkfxi2IQ;street_address
2611606 RECIFE 2020-06-09 09:00:42 NS;OK;ChIJmzHlYNPhqgcRYLVygLN0c0U;street_address
5208707 GOIÂNIA 2020-06-09 09:00:44 EW;OK;ChIJHSUuTq3xXpMReJueD8R4rlI;street_address
5208707 GOIÂNIA 2020-06-09 09:00:44 EW;OK;ChIJTTORPHvxXpMRqttfd7hzQ6g;street_address
5208707 GOIÂNIA 2020-06-09 09:00:44 EW;OK;EkRSLiBNYW5vZWwgU2lsdmEsIDE2NCAtIFZpbGEgUmVnaW5hLCBHb2nDom5pYSAtIEdPLCA3NDQ1My01NjAsIEJyYXppbCIbEhkKFAoSCSOp6Tap9V6TEfpRnA_fyGaDEKQB;street_address
5208707 GOIÂNIA 2020-06-09 09:00:46 NS;OK;ChIJGwjtpWOMXpMRpY4vVm-_FEQ;street_address
5208707 GOIÂNIA 2020-06-09 09:00:46 NS;OK;ChIJTTORPHvxXpMRqttfd7hzQ6g;street_address
5208707 GOIÂNIA 2020-06-09 09:00:46 NS;OK;ChIJI-yk07DwXpMRmDBVdL9VcC0;street_address
1501402 BELÉM 2020-06-09 09:00:49 EW;OK;ChIJex2YUBuLpJIRCfUHJDspB6Q;street_address
1501402 BELÉM 2020-06-09 09:00:49 EW;OK;ChIJ_bjk6e2OpJIRfnl5i_L_GNA;street_address
1501402 BELÉM 2020-06-09 09:00:49 EW;OK;ChIJj41h9fWOpJIRKa0WObwkM3A;premise
1501402 BELÉM 2020-06-09 09:00:50 NS;OK;ChIJt4j0KwNmpJIRWMMLC7C1QaQ;street_address
1501402 BELÉM 2020-06-09 09:00:50 NS;OK;ChIJ_bjk6e2OpJIRfnl5i_L_GNA;street_address
1501402 BELÉM 2020-06-09 09:00:50 NS;OK;ChIJp5hCoumNpJIRbj664B5zl8U;street_address
4314902 PORTO ALEGRE 2020-06-09 09:00:52 EW;OK;ChIJPVtyLPqdGZUR_afd_toKCZk;street_address
4314902 PORTO ALEGRE 2020-06-09 09:00:52 EW;OK;ChIJ4dpmhxd5GZURRxVmsQfNblI;street_address
4314902 PORTO ALEGRE 2020-06-09 09:00:52 EW;OK;ChIJdWJnaBF5GZURplXjfOOlZ9E;street_address
4314902 PORTO ALEGRE 2020-06-09 09:00:55 NS;OK;ChIJVwlE3D53GZURzeJ2-tTDK88;street_address
4314902 PORTO ALEGRE 2020-06-09 09:00:55 NS;OK;ChIJ4dpmhxd5GZURRxVmsQfNblI;street_address
4314902 PORTO ALEGRE 2020-06-09 09:00:55 NS;OK;EkhSLiBNYW5vZWwgTGXDo28sIDIgLSBQZWRyYSBSZWRvbmRhLCBQb3J0byBBbGVncmUgLSBSUywgOTE3NjAtNTYwLCBCcmF6aWwiGhIYChQKEglv_CgJt4MZlRGwfSgXf4SdTBAC;street_address
3518800 GUARULHOS 2020-06-09 09:00:57 EW;OK;ChIJo0LzUkeIzpQR0FmRbzqPPoY;street_address
3518800 GUARULHOS 2020-06-09 09:00:57 EW;OK;ChIJg1GAX1z1zpQR58omoLzOhRs;"c(""establishment"", ""point_of_interest"")"
3518800 GUARULHOS 2020-06-09 09:00:57 EW;OK;ChIJzcOQh4P1zpQRNVh8MaGja70;street_address
3518800 GUARULHOS 2020-06-09 09:00:59 NS;OK;ChIJxVMtJWDzzpQRY5jT5XNj7bw;street_address
3518800 GUARULHOS 2020-06-09 09:00:59 NS;OK;ChIJg1GAX1z1zpQR58omoLzOhRs;"c(""establishment"", ""point_of_interest"")"
3518800 GUARULHOS 2020-06-09 09:00:59 NS;OK;ChIJhzfLi-9fzpQR6KzEL-5mZuM;route
3509502 CAMPINAS 2020-06-09 09:01:02 EW;OK;ChIJ7W9StFrQyJQRfaxRp0LOaDs;street_address
3509502 CAMPINAS 2020-06-09 09:01:02 EW;OK;ChIJPVBqDbXIyJQRa7QvLxfABE4;street_address
3509502 CAMPINAS 2020-06-09 09:01:02 EW;OK;ChIJHTXjbTi3yJQRu9Vw2d_8Lds;street_address
3509502 CAMPINAS 2020-06-09 09:01:03 NS;OK;ChIJuQcPYnHEyJQRZNmbjC6R0Ag;street_address
3509502 CAMPINAS 2020-06-09 09:01:03 NS;OK;ChIJPVBqDbXIyJQRa7QvLxfABE4;street_address
3509502 CAMPINAS 2020-06-09 09:01:03 NS;OK;ChIJX6KVFijKyJQRREXGYm_m1gk;street_address
2111300 SÃO LUÍS 2020-06-09 09:01:06 EW;OK;ChIJxSadQwKR9gcRDKu2FeMguC4;street_address
2111300 SÃO LUÍS 2020-06-09 09:01:06 EW;OK;ChIJaY6D0MKO9gcR1xvpf2A7TiY;"c(""establishment"", ""point_of_interest"")"
2111300 SÃO LUÍS 2020-06-09 09:01:06 EW;OK;ChIJdaCoDueO9gcR3y3p6O8aKJM;"c(""establishment"", ""point_of_interest"", ""store"")"
2111300 SÃO LUÍS 2020-06-09 09:01:07 NS;OK;ChIJ777qYJmN9gcRI-NgnnJ6Exw;street_address
2111300 SÃO LUÍS 2020-06-09 09:01:07 NS;OK;ChIJaY6D0MKO9gcR1xvpf2A7TiY;"c(""establishment"", ""point_of_interest"")"
2111300 SÃO LUÍS 2020-06-09 09:01:07 NS;OK;ChIJNU4yY72b9gcRkiLlhTTMY0I;street_address
3304904 SÃO GONÇALO 2020-06-09 09:01:10 EW;OK;ChIJAQDkUsqWmQARXh2J79v8rCg;"c(""bar"", ""establishment"", ""point_of_interest"")"
3304904 SÃO GONÇALO 2020-06-09 09:01:10 EW;OK;ChIJedwAs_qamQAR92JnQrV2eI8;street_address
3304904 SÃO GONÇALO 2020-06-09 09:01:10 EW;OK;ChIJRRmOimCDmQARLFwBHizW6P0;street_address
3304904 SÃO GONÇALO 2020-06-09 09:01:12 NS;OK;ChIJYQrA0iaamQARgGtoaW8nnTg;street_address
3304904 SÃO GONÇALO 2020-06-09 09:01:12 NS;OK;ChIJedwAs_qamQAR92JnQrV2eI8;street_address
3304904 SÃO GONÇALO 2020-06-09 09:01:12 NS;OK;ChIJAQQDddKamQARmR_2SGJyeBA;street_address
2704302 MACEIÓ 2020-06-09 09:01:13 EW;OK;ChIJxeDmOYBGAQcRic6gnoqo45w;street_address
2704302 MACEIÓ 2020-06-09 09:01:13 EW;OK;ChIJ_xYJ_G1FAQcRr6NxN0IlZFc;"c(""establishment"", ""point_of_interest"")"
2704302 MACEIÓ 2020-06-09 09:01:13 EW;OK;ChIJG_7EcSlQAQcRi_i_q7yVQzE;street_address
2704302 MACEIÓ 2020-06-09 09:01:16 NS;OK;ChIJp0AsDeQ3AQcRTDA_r7kvYTg;street_address
2704302 MACEIÓ 2020-06-09 09:01:16 NS;OK;ChIJ_xYJ_G1FAQcRr6NxN0IlZFc;"c(""establishment"", ""point_of_interest"")"
2704302 MACEIÓ 2020-06-09 09:01:16 NS;OK;ChIJmzX7FghFAQcRwDRig-bw-DE;street_address
3301702 DUQUE DE CAXIAS 2020-06-09 09:01:20 EW;OK;ChIJcdL0zF16mQARZFvA4qrt07Y;street_address
3301702 DUQUE DE CAXIAS 2020-06-09 09:01:20 EW;OK;ChIJUeQpOnFwmQAR_tUaJ1ERoOs;street_address
3301702 DUQUE DE CAXIAS 2020-06-09 09:01:20 EW;OK;ChIJpwk1r816mQARHkTvRyhDK9c;street_address
3301702 DUQUE DE CAXIAS 2020-06-09 09:01:21 NS;OK;ChIJU6-Lrh8NmQARxzNqX_B86vk;street_address
3301702 DUQUE DE CAXIAS 2020-06-09 09:01:21 NS;OK;ChIJUeQpOnFwmQAR_tUaJ1ERoOs;street_address
3301702 DUQUE DE CAXIAS 2020-06-09 09:01:21 NS;OK;ChIJ1SBFiN16mQARG-H59SjFEtk;street_address
5002704 CAMPO GRANDE 2020-06-09 09:01:23 EW;OK;ChIJt3VFQy_phpQRKjopPBQWaOw;street_address
5002704 CAMPO GRANDE 2020-06-09 09:01:23 EW;OK;ChIJq2SZGSLmhpQRnMkDfNZjG74;street_address
5002704 CAMPO GRANDE 2020-06-09 09:01:23 EW;OK;ChIJ0xdUlsTghpQRiPMuDG0poz4;street_address
5002704 CAMPO GRANDE 2020-06-09 09:01:27 NS;OK;ChIJ3dcafPDnhpQRiKTLoYG9Wac;street_address
5002704 CAMPO GRANDE 2020-06-09 09:01:27 NS;OK;ChIJq2SZGSLmhpQRnMkDfNZjG74;street_address
5002704 CAMPO GRANDE 2020-06-09 09:01:27 NS;OK;ChIJPccqgD7whpQRR_Uj6KnGwwY;street_address
2408102 NATAL 2020-06-09 09:01:29 EW;OK;ChIJa0KErS75sgcRv4yzIWADSno;street_address
2408102 NATAL 2020-06-09 09:01:29 EW;OK;ChIJU2o7uXMAswcRqAoeJfRAh94;street_address
2408102 NATAL 2020-06-09 09:01:29 EW;OK;ChIJq_4qXl5UsgcRooATOQLYk6M;street_address
2408102 NATAL 2020-06-09 09:01:32 NS;OK;ChIJT1SL-ZipswcRQsrOZq_egz0;street_address
2408102 NATAL 2020-06-09 09:01:32 NS;OK;ChIJU2o7uXMAswcRqAoeJfRAh94;street_address
2408102 NATAL 2020-06-09 09:01:32 NS;OK;ChIJDzTpl634sgcRscet3bc8ziw;street_address
2211001 TERESINA 2020-06-09 09:01:34 EW;OK;ChIJd0VhHnQ7jgcRfL1pnlHjge0;street_address
2211001 TERESINA 2020-06-09 09:01:34 EW;OK;ChIJ58tzsmM3jgcRmqqtY1cQOvQ;street_address
2211001 TERESINA 2020-06-09 09:01:34 EW;OK;ChIJW88wSlY4jgcROAS74ZcoqAI;street_address
2211001 TERESINA 2020-06-09 09:01:36 NS;OK;ChIJBfQ5vZQ_jgcRH6cXmGBqj0Q;street_address
2211001 TERESINA 2020-06-09 09:01:36 NS;OK;ChIJ58tzsmM3jgcRmqqtY1cQOvQ;street_address
2211001 TERESINA 2020-06-09 09:01:36 NS;OK;ChIJF3PyguIyjgcRIbpeBDZlBEY;street_address
3548708 SÃO BERNARDO DO CAMPO 2020-06-09 09:01:39 EW;OK;ChIJAVrmTPxBzpQRn4TRMwbaZvo;street_address
3548708 SÃO BERNARDO DO CAMPO 2020-06-09 09:01:39 EW;OK;ChIJcxoufTNCzpQR7kwVE0BVCBg;street_address
3548708 SÃO BERNARDO DO CAMPO 2020-06-09 09:01:39 EW;OK;ChIJ-84OAYhGzpQRo2tlnRAJwOU;street_address
3548708 SÃO BERNARDO DO CAMPO 2020-06-09 09:01:41 NS;OK;ChIJgTiKC5tDzpQRznDlAH0kPxE;"c(""establishment"", ""point_of_interest"")"
3548708 SÃO BERNARDO DO CAMPO 2020-06-09 09:01:41 NS;OK;ChIJcxoufTNCzpQR7kwVE0BVCBg;street_address
3548708 SÃO BERNARDO DO CAMPO 2020-06-09 09:01:41 NS;OK;ChIJQ-wCSTJHzpQRXCjqLr-ED5Y;street_address
3303500 NOVA IGUAÇU 2020-06-09 09:01:43 EW;OK;ChIJB85GGUZmmQARMdrAOALbuzY;street_address
3303500 NOVA IGUAÇU 2020-06-09 09:01:43 EW;OK;ChIJ4asPzgZnmQARrFG-lr8OZ9Q;street_address
3303500 NOVA IGUAÇU 2020-06-09 09:01:43 EW;OK;ChIJdSgXgTdcmQARNzuS0GxF04k;street_address
3303500 NOVA IGUAÇU 2020-06-09 09:01:45 NS;OK;ChIJgTKzpz5omQAR-l5UXFArxbM;street_address
3303500 NOVA IGUAÇU 2020-06-09 09:01:45 NS;OK;ChIJ4asPzgZnmQARrFG-lr8OZ9Q;street_address
3303500 NOVA IGUAÇU 2020-06-09 09:01:45 NS;OK;ChIJgaNj7YddmQARiWANKlinMH0;street_address
2507507 JOÃO PESSOA 2020-06-09 09:01:46 EW;OK;ChIJbWdCKy_drAcRKHX9q14SrZs;street_address
2507507 JOÃO PESSOA 2020-06-09 09:01:46 EW;OK;ChIJWX5L5-PnrAcRwrB_LxcBqyo;street_address
2507507 JOÃO PESSOA 2020-06-09 09:01:46 EW;OK;ChIJYQvut3zorAcRLHSqN0qfyNs;street_address
2507507 JOÃO PESSOA 2020-06-09 09:01:47 NS;OK;ChIJl4V-2efdrAcR4FW245bAnXI;street_address
2507507 JOÃO PESSOA 2020-06-09 09:01:47 NS;OK;ChIJWX5L5-PnrAcRwrB_LxcBqyo;street_address
2507507 JOÃO PESSOA 2020-06-09 09:01:47 NS;OK;ChIJn1KTeBPqrAcRRaWrQ4lpWvA;street_address
3547809 SANTO ANDRÉ 2020-06-09 09:01:50 EW;OK;ChIJQbq3f7xpzpQR1Wa81SjtNIA;street_address
3547809 SANTO ANDRÉ 2020-06-09 09:01:50 EW;OK;ChIJq7QCWY9CzpQRGcvVwo3ngxo;"c(""establishment"", ""point_of_interest"")"
3547809 SANTO ANDRÉ 2020-06-09 09:01:50 EW;OK;ChIJReLj5TpDzpQRHdxj8sr6sTg;street_address
3547809 SANTO ANDRÉ 2020-06-09 09:01:53 NS;OK;ChIJYwgdzlBdzpQRVWAF417V_9Q;"c(""establishment"", ""gas_station"", ""point_of_interest"")"
3547809 SANTO ANDRÉ 2020-06-09 09:01:53 NS;OK;ChIJq7QCWY9CzpQRGcvVwo3ngxo;"c(""establishment"", ""point_of_interest"")"
3547809 SANTO ANDRÉ 2020-06-09 09:01:53 NS;OK;ChIJx7P8H-tqzpQR_bwAV7_u7J0;street_address
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-09 09:01:54 EW;OK;ChIJi9eYizxNzJQRUHaXcX3MHI4;street_address
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-09 09:01:54 EW;OK;ChIJdy163DtKzJQRxqAm8kLGeTQ;street_address
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-09 09:01:54 EW;OK;ChIJVXwi9KU2zJQRzjuGRCbffe4;route
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-09 09:01:57 NS;OK;Ek1Sb2QuIE1vbnRlaXJvIExvYmF0bywgMjAzIC0gVmlsYSBDw6JuZGlkYSwgU8OjbyBKb3PDqSBkb3MgQ2FtcG9zIC0gU1AsIEJyYXppbCIbEhkKFAoSCXXTIQ4qNsyUEc2ZAVogNREOEMsB;street_address
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-09 09:01:57 NS;OK;ChIJdy163DtKzJQRxqAm8kLGeTQ;street_address
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-09 09:01:57 NS;OK;ChIJqc5LJ3i1zZQRjSJCyt0a4wk;street_address
2607901 JABOATÃO DOS GUARARAPES 2020-06-09 09:02:00 EW;OK;ChIJzwXa-7bhqgcRrwCr5JD5Css;street_address
2607901 JABOATÃO DOS GUARARAPES 2020-06-09 09:02:00 EW;OK;ChIJYeRZWMfhqgcRC2ekNkdxgxA;street_address
2607901 JABOATÃO DOS GUARARAPES 2020-06-09 09:02:00 EW;OK;ChIJpdBC7DYdqwcRfwXOfxVQkrE;"c(""bus_station"", ""establishment"", ""point_of_interest"", ""transit_station"")"
2607901 JABOATÃO DOS GUARARAPES 2020-06-09 09:02:02 NS;OK;ChIJAfXilygeqwcRKJBikjuOEjQ;premise
2607901 JABOATÃO DOS GUARARAPES 2020-06-09 09:02:02 NS;OK;ChIJYeRZWMfhqgcRC2ekNkdxgxA;street_address
2607901 JABOATÃO DOS GUARARAPES 2020-06-09 09:02:02 NS;OK;ChIJdxwGHprmqgcRg1Qs0dfLUU0;street_address
3534401 OSASCO 2020-06-09 09:02:03 EW;OK;ChIJi7CwjTj_zpQR30k7haFlrcY;"c(""establishment"", ""premise"")"
3534401 OSASCO 2020-06-09 09:02:03 EW;OK;ChIJW7bFZWz_zpQRHIrlJ2KiucA;street_address
3534401 OSASCO 2020-06-09 09:02:03 EW;OK;ChIJNZJnEDD-zpQRoFqXvGHEhi8;street_address
3534401 OSASCO 2020-06-09 09:02:05 NS;OK;ChIJNXvHjp3-zpQRGwIFZJucdAg;street_address
3534401 OSASCO 2020-06-09 09:02:05 NS;OK;ChIJW7bFZWz_zpQRHIrlJ2KiucA;street_address
3534401 OSASCO 2020-06-09 09:02:05 NS;OK;ChIJ4_B25UFVzpQRh6nNoTfX8-c;street_address
3543402 RIBEIRÃO PRETO 2020-06-09 09:02:08 EW;OK;ChIJkbeMHUPHuZQRwZikbBCg9XE;street_address
3543402 RIBEIRÃO PRETO 2020-06-09 09:02:08 EW;OK;ChIJe9TCUKa_uZQR6_xfI6Y1Ags;"c(""establishment"", ""park"", ""point_of_interest"")"
3543402 RIBEIRÃO PRETO 2020-06-09 09:02:08 EW;OK;ChIJ5TwQu9G9uZQReOYLEsWLj-M;street_address
3543402 RIBEIRÃO PRETO 2020-06-09 09:02:10 NS;OK;ChIJ21ZuIoe_uZQRQ-vR4tmCrSg;"c(""establishment"", ""general_contractor"", ""point_of_interest"")"
3543402 RIBEIRÃO PRETO 2020-06-09 09:02:10 NS;OK;ChIJe9TCUKa_uZQR6_xfI6Y1Ags;"c(""establishment"", ""park"", ""point_of_interest"")"
3543402 RIBEIRÃO PRETO 2020-06-09 09:02:10 NS;OK;ChIJ-xvgu6C5uZQR93RfLVLrYVY;street_address
3170206 UBERLÂNDIA 2020-06-09 09:02:11 EW;OK;ChIJ1ZVKkLdPpJQREMhUIPGxcOc;"c(""establishment"", ""point_of_interest"", ""transit_station"")"
3170206 UBERLÂNDIA 2020-06-09 09:02:11 EW;OK;ChIJR6l_V6xFpJQR_rGO0reUpJs;street_address
3170206 UBERLÂNDIA 2020-06-09 09:02:11 EW;OK;ChIJp-RUZaBDpJQRpwx6odZcp2Y;street_address
3170206 UBERLÂNDIA 2020-06-09 09:02:13 NS;OK;ChIJW1MUjPRGpJQRmTnMrCoQQiI;street_address
3170206 UBERLÂNDIA 2020-06-09 09:02:13 NS;OK;ChIJR6l_V6xFpJQR_rGO0reUpJs;street_address
3170206 UBERLÂNDIA 2020-06-09 09:02:13 NS;OK;ChIJJxKTAeFapJQR884KH1mUJMM;street_address
3552205 SOROCABA 2020-06-09 09:02:14 EW;OK;ChIJcTSKY1tgz5QRYz5xvficA6w;street_address
3552205 SOROCABA 2020-06-09 09:02:14 EW;OK;ChIJcULsJKOKxZQRMEl-8CXbeiA;street_address
3552205 SOROCABA 2020-06-09 09:02:14 EW;OK;ChIJl-TJfqn0xZQRYjGQGcnmEH8;street_address
3552205 SOROCABA 2020-06-09 09:02:16 NS;OK;ChIJobQQ9L31xZQRU4Y9MOcQLXU;street_address
3552205 SOROCABA 2020-06-09 09:02:16 NS;OK;ChIJcULsJKOKxZQRMEl-8CXbeiA;street_address
3552205 SOROCABA 2020-06-09 09:02:16 NS;OK;ChIJSaoAOUKKxZQRpxUVLHR_1YE;street_address
3118601 CONTAGEM 2020-06-09 09:02:19 EW;OK;ChIJcaDXI9CVpgARRpupsftruCM;premise
3118601 CONTAGEM 2020-06-09 09:02:19 EW;OK;ChIJ9dt3iTWVpgAR4z7IQ8Ln1eg;street_address
3118601 CONTAGEM 2020-06-09 09:02:19 EW;OK;ChIJ_R9w84HqpgARNgbGZkE2H6E;street_address
3118601 CONTAGEM 2020-06-09 09:02:23 NS;OK;ChIJMWTG4pqTpgARKAy2-qrFlsQ;route
3118601 CONTAGEM 2020-06-09 09:02:23 NS;OK;ChIJ9dt3iTWVpgAR4z7IQ8Ln1eg;street_address
3118601 CONTAGEM 2020-06-09 09:02:23 NS;OK;ChIJ73QNkUK-pgAR3t69-HrCLvU;street_address
2800308 ARACAJU 2020-06-09 09:02:24 EW;OK;ChIJ0_uWw4azGgcRW_D0Fy0tclU;street_address
2800308 ARACAJU 2020-06-09 09:02:24 EW;OK;ChIJjW0Jh3qzGgcRsTnkrm3X06Q;street_address
2800308 ARACAJU 2020-06-09 09:02:24 EW;OK;ChIJgQPzBvOyGgcRBy91vQmwi7k;street_address
2800308 ARACAJU 2020-06-09 09:02:27 NS;OK;ChIJD51bO9NMBQcRiwHb8DDEaNs;street_address
2800308 ARACAJU 2020-06-09 09:02:27 NS;OK;ChIJjW0Jh3qzGgcRsTnkrm3X06Q;street_address
